id,question,sparql,answer,answer,frame
1022,Qual era il conduttore di Eroe del lavoro della Federazione Russa?,select  ?o    {    <http://dbpedia.org/resource/Hero_of_Labour_of_the_Russian_Federation> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Russia,Repubblica Socialista Federativa Sovietica Russa,NPP
1023,Qual è il conduttore di Eroe del lavoro della Federazione Russa?,select  ?o    {    <http://dbpedia.org/resource/Hero_of_Labour_of_the_Russian_Federation> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Russia,Repubblica Socialista Federativa Sovietica Russa,NPP
1024,Qual era il conduttore di Eroe del Tagikistan?,select  ?o    {    <http://dbpedia.org/resource/Hero_of_Tajikistan> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Tajikistan,Tagikistan,NPP
1025,Qual è il conduttore di Eroe del Tagikistan?,select  ?o    {    <http://dbpedia.org/resource/Hero_of_Tajikistan> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Tajikistan,Tagikistan,NPP
1026,Qual era il conduttore di Eroe dell'Uzbekistan?,select  ?o    {    <http://dbpedia.org/resource/Hero_of_Uzbekistan> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Uzbekistan,Uzbekistan,NPP
1027,Qual è il conduttore di Eroe dell'Uzbekistan?,select  ?o    {    <http://dbpedia.org/resource/Hero_of_Uzbekistan> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Uzbekistan,Uzbekistan,NPP
1028,Qual era il conduttore di Eroe della Repubblica Socialista Cecoslovacca?,select  ?o    {    <http://dbpedia.org/resource/Hero_of_the_Czechoslovak_Socialist_Republic> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Czechoslovak_Socialist_Republic,Repubblica Socialista Cecoslovacca,NPP
1029,Qual è il conduttore di Eroe della Repubblica Socialista Cecoslovacca?,select  ?o    {    <http://dbpedia.org/resource/Hero_of_the_Czechoslovak_Socialist_Republic> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Czechoslovak_Socialist_Republic,Repubblica Socialista Cecoslovacca,NPP
1030,Qual era il conduttore di Eroe della Repubblica del Kirghizistan?,select  ?o    {    <http://dbpedia.org/resource/Hero_of_the_Kyrgyz_Republic> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Kyrgyzstan,Kirghizistan,NPP
1031,Qual è il conduttore di Eroe della Repubblica del Kirghizistan?,select  ?o    {    <http://dbpedia.org/resource/Hero_of_the_Kyrgyz_Republic> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Kyrgyzstan,Kirghizistan,NPP
1032,Qual era il conduttore di Eroe della Repubblica di Cuba?,select  ?o    {    <http://dbpedia.org/resource/Hero_of_the_Republic_of_Cuba> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Cuba,Cuba,NPP
1033,Qual è il conduttore di Eroe della Repubblica di Cuba?,select  ?o    {    <http://dbpedia.org/resource/Hero_of_the_Republic_of_Cuba> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Cuba,Cuba,NPP
1034,Qual era il conduttore di Eroe dell'Unione Sovietica?,select  ?o    {    <http://dbpedia.org/resource/Hero_of_the_Soviet_Union> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Soviet_Union,Unione Sovietica,NPP
1035,Qual è il conduttore di Eroe dell'Unione Sovietica?,select  ?o    {    <http://dbpedia.org/resource/Hero_of_the_Soviet_Union> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Soviet_Union,Unione Sovietica,NPP
1036,Qual era il conduttore di New Zealand Music Awards?,select  ?o    {    <http://dbpedia.org/resource/Aotearoa_Music_Awards> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Recorded_Music_NZ,Recorded Music NZ,NPP
1037,Qual è il conduttore di New Zealand Music Awards?,select  ?o    {    <http://dbpedia.org/resource/Aotearoa_Music_Awards> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Recorded_Music_NZ,Recorded Music NZ,NPP
1038,Qual era il conduttore di http://dbpedia.org/resource/Bam's_Bad_Ass_Game_Show?,select  ?o    {    <http://dbpedia.org/resource/Bam's_Bad_Ass_Game_Show> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Bam_Margera,Bam Margera,NPP
1039,Qual è il conduttore di http://dbpedia.org/resource/Bam's_Bad_Ass_Game_Show?,select  ?o    {    <http://dbpedia.org/resource/Bam's_Bad_Ass_Game_Show> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Bam_Margera,Bam Margera,NPP
1040,Qual era il conduttore di http://dbpedia.org/resource/BandaOke!_Rock_'N_Roll_to_Millions?,select  ?o    {    <http://dbpedia.org/resource/BandaOke!_Rock_'N_Roll_to_Millions> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Jaya_(singer),Jaya (cantante),NPP
1041,Qual è il conduttore di http://dbpedia.org/resource/BandaOke!_Rock_'N_Roll_to_Millions?,select  ?o    {    <http://dbpedia.org/resource/BandaOke!_Rock_'N_Roll_to_Millions> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Jaya_(singer),Jaya (cantante),NPP
1042,Qual era il conduttore di http://dbpedia.org/resource/Bangladesh_National_Film_Award_for_Best_Female_Playback_Singer?,select  ?o    {    <http://dbpedia.org/resource/Bangladesh_National_Film_Award_for_Best_Female_Playback_Singer> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Bangladesh,Bangladesh,NPP
1043,Qual è il conduttore di http://dbpedia.org/resource/Bangladesh_National_Film_Award_for_Best_Female_Playback_Singer?,select  ?o    {    <http://dbpedia.org/resource/Bangladesh_National_Film_Award_for_Best_Female_Playback_Singer> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Bangladesh,Bangladesh,NPP
1045,il conduttore di Bambi (premio),select  ?o    {    <http://dbpedia.org/resource/Bambi_Award> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Hubert_Burda_Media,Hubert Burda Media,NPP
1046,il conduttore di Distintivo per la repressione della guerriglia partigiana,select  ?o    {    <http://dbpedia.org/resource/Bandit-warfare_Badge> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Nazi_Germany,Germania nazista,NPP
1047,il conduttore di Medaglia d'Onore Belisario Domínguez,select  ?o    {    <http://dbpedia.org/resource/Belisario_Domínguez_Medal_of_Honor> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Mexico,Messico,NPP
1048,il conduttore di European Film Awards 1990,select  ?o    {    <http://dbpedia.org/resource/3rd_European_Film_Awards> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/European_Film_Academy,Accademia europea del cinema,NPP
1049,il conduttore di Indiani d'America (miniserie televisiva),select  ?o    {    <http://dbpedia.org/resource/500_Nations> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Kevin_Costner,Kevin Costner,NPP
1050,il conduttore di Blockbuster Entertainment Awards 2000,select  ?o    {    <http://dbpedia.org/resource/6th_Blockbuster_Entertainment_Awards> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Blockbuster_Entertainment_Awards,Blockbuster Entertainment Awards,NPP
1051,il conduttore di CBS Summer Playhouse,select  ?o    {    <http://dbpedia.org/resource/CBS_Summer_Playhouse> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Daphne_Maxwell_Reid,Daphne Maxwell Reid,NPP
1052,il conduttore di Canadian Idol,select  ?o    {    <http://dbpedia.org/resource/Canadian_Idol> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Jully_Black,Jully Black,NPP
1053,il conduttore di Premio André Cavens,select  ?o    {    <http://dbpedia.org/resource/André_Cavens_Award> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Belgian_Film_Critics_Association,Sindacato belga della critica cinematografica,NPP
1054,il conduttore di Ceylon Police Medal,select  ?o    {    <http://dbpedia.org/resource/Ceylon_Police_Medal> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Sri_Lanka,Sri Lanka,NPP
1055,il conduttore di Fibbia della Croce di Ferro,select  ?o    {    <http://dbpedia.org/resource/Clasp_to_the_Iron_Cross> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Nazi_Germany,Germania nazista,NPP
1056,il conduttore di Country Music Association Awards,select  ?o    {    <http://dbpedia.org/resource/Country_Music_Association_Awards> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Country_Music_Association,Country Music Association,NPP
1057,"il conduttore di Fascia da braccio ""Curlandia""",select  ?o    {    <http://dbpedia.org/resource/Courland_Cuff_Title> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Nazi_Germany,Germania nazista,NPP
1058,il conduttore di Premio Holberg,select  ?o    {    <http://dbpedia.org/resource/Holberg_Prize> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Politics_of_Norway,Politica della Norvegia,NPP
1059,il conduttore di NASA Exceptional Achievement Medal,select  ?o    {    <http://dbpedia.org/resource/NASA_Exceptional_Achievement_Medal> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/NASA,NASA,NPP
1060,il conduttore di Khedive's Star,select  ?o    {    <http://dbpedia.org/resource/Khedive's_Star> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Khedivate_of_Egypt,Chedivato d'Egitto,NPP
1061,il conduttore di Coppa Val Barker,select  ?o    {    <http://dbpedia.org/resource/Val_Barker_Trophy> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/International_Boxing_Association_(amateur),Associazione Internazionale Boxe Amatori,NPP
1062,il conduttore di Médaille de l'Aéronautique,select  ?o    {    <http://dbpedia.org/resource/Aeronautical_Medal> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/France,Franca (San Paolo),NPP
1063,il conduttore di Al TV,select  ?o    {    <http://dbpedia.org/resource/Al_TV> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/%22Weird_Al%22_Yankovic,"""Weird Al"" Yankovic",NPP
1064,il conduttore di Fred Astaire (serie televisiva),select  ?o    {    <http://dbpedia.org/resource/Alcoa_Premiere> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Fred_Astaire,Fred Astaire,NPP
1065,il conduttore di Premio Alex,select  ?o    {    <http://dbpedia.org/resource/Alex_Awards> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Young_Adult_Library_Services_Association,Young Adult Library Services Association,NPP
1066,il conduttore di Alfred Hitchcock presenta (serie televisiva 1955),select  ?o    {    <http://dbpedia.org/resource/Alfred_Hitchcock_Presents> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Alfred_Hitchcock,Alfred Hitchcock,NPP
1067,il conduttore di Alfred Hitchcock presenta (serie televisiva 1985),select  ?o    {    <http://dbpedia.org/resource/Alfred_Hitchcock_Presents_(1985_TV_series)> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Alfred_Hitchcock,Alfred Hitchcock,NPP
1068,il conduttore di Premio Hans Christian Andersen,select  ?o    {    <http://dbpedia.org/resource/Hans_Christian_Andersen_Award> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/International_Board_on_Books_for_Young_People,IBBY,NPP
1069,il conduttore di Eroe del lavoro del Kazakistan,select  ?o    {    <http://dbpedia.org/resource/Hero_of_Labour_of_Kazakhstan> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Kazakhstan,Kazakistan,NPP
1070,il conduttore di Eroe del lavoro della Federazione Russa,select  ?o    {    <http://dbpedia.org/resource/Hero_of_Labour_of_the_Russian_Federation> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Russia,Repubblica Socialista Federativa Sovietica Russa,NPP
1071,il conduttore di Eroe del Tagikistan,select  ?o    {    <http://dbpedia.org/resource/Hero_of_Tajikistan> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Tajikistan,Tagikistan,NPP
1072,il conduttore di Eroe dell'Uzbekistan,select  ?o    {    <http://dbpedia.org/resource/Hero_of_Uzbekistan> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Uzbekistan,Uzbekistan,NPP
1073,il conduttore di Eroe della Repubblica Socialista Cecoslovacca,select  ?o    {    <http://dbpedia.org/resource/Hero_of_the_Czechoslovak_Socialist_Republic> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Czechoslovak_Socialist_Republic,Repubblica Socialista Cecoslovacca,NPP
1074,il conduttore di Eroe della Repubblica del Kirghizistan,select  ?o    {    <http://dbpedia.org/resource/Hero_of_the_Kyrgyz_Republic> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Kyrgyzstan,Kirghizistan,NPP
1075,il conduttore di Eroe della Repubblica di Cuba,select  ?o    {    <http://dbpedia.org/resource/Hero_of_the_Republic_of_Cuba> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Cuba,Cuba,NPP
1076,il conduttore di Eroe dell'Unione Sovietica,select  ?o    {    <http://dbpedia.org/resource/Hero_of_the_Soviet_Union> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Soviet_Union,Unione Sovietica,NPP
1077,il conduttore di New Zealand Music Awards,select  ?o    {    <http://dbpedia.org/resource/Aotearoa_Music_Awards> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Recorded_Music_NZ,Recorded Music NZ,NPP
1078,il conduttore di http://dbpedia.org/resource/Bam's_Bad_Ass_Game_Show,select  ?o    {    <http://dbpedia.org/resource/Bam's_Bad_Ass_Game_Show> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Bam_Margera,Bam Margera,NPP
1079,il conduttore di http://dbpedia.org/resource/BandaOke!_Rock_'N_Roll_to_Millions,select  ?o    {    <http://dbpedia.org/resource/BandaOke!_Rock_'N_Roll_to_Millions> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Jaya_(singer),Jaya (cantante),NPP
1080,il conduttore di http://dbpedia.org/resource/Bangladesh_National_Film_Award_for_Best_Female_Playback_Singer,select  ?o    {    <http://dbpedia.org/resource/Bangladesh_National_Film_Award_for_Best_Female_Playback_Singer> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Bangladesh,Bangladesh,NPP
1082,Qual era il conduttore di Bambi premio?,select  ?o    {    <http://dbpedia.org/resource/Bambi_Award> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Hubert_Burda_Media,Hubert Burda Media,NPP
1083,Qual è il conduttore di Bambi premio?,select  ?o    {    <http://dbpedia.org/resource/Bambi_Award> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Hubert_Burda_Media,Hubert Burda Media,NPP
1084,Qual era il conduttore di Distintivo per la repressione della guerriglia partigiana?,select  ?o    {    <http://dbpedia.org/resource/Bandit-warfare_Badge> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Nazi_Germany,Germania nazista,NPP
1085,Qual è il conduttore di Distintivo per la repressione della guerriglia partigiana?,select  ?o    {    <http://dbpedia.org/resource/Bandit-warfare_Badge> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Nazi_Germany,Germania nazista,NPP
1086,Qual era il conduttore di Medaglia d'Onore Belisario Domínguez?,select  ?o    {    <http://dbpedia.org/resource/Belisario_Domínguez_Medal_of_Honor> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Mexico,Messico,NPP
1087,Qual è il conduttore di Medaglia d'Onore Belisario Domínguez?,select  ?o    {    <http://dbpedia.org/resource/Belisario_Domínguez_Medal_of_Honor> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Mexico,Messico,NPP
1088,Qual era il conduttore di European Film Awards 1990?,select  ?o    {    <http://dbpedia.org/resource/3rd_European_Film_Awards> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/European_Film_Academy,Accademia europea del cinema,NPP
1089,Qual è il conduttore di European Film Awards 1990?,select  ?o    {    <http://dbpedia.org/resource/3rd_European_Film_Awards> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/European_Film_Academy,Accademia europea del cinema,NPP
1090,Qual era il conduttore di Indiani d'America miniserie televisiva?,select  ?o    {    <http://dbpedia.org/resource/500_Nations> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Kevin_Costner,Kevin Costner,NPP
1091,Qual è il conduttore di Indiani d'America miniserie televisiva?,select  ?o    {    <http://dbpedia.org/resource/500_Nations> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Kevin_Costner,Kevin Costner,NPP
1092,Qual era il conduttore di Blockbuster Entertainment Awards 2000?,select  ?o    {    <http://dbpedia.org/resource/6th_Blockbuster_Entertainment_Awards> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Blockbuster_Entertainment_Awards,Blockbuster Entertainment Awards,NPP
1093,Qual è il conduttore di Blockbuster Entertainment Awards 2000?,select  ?o    {    <http://dbpedia.org/resource/6th_Blockbuster_Entertainment_Awards> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Blockbuster_Entertainment_Awards,Blockbuster Entertainment Awards,NPP
1094,Qual era il conduttore di CBS Summer Playhouse?,select  ?o    {    <http://dbpedia.org/resource/CBS_Summer_Playhouse> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Daphne_Maxwell_Reid,Daphne Maxwell Reid,NPP
1095,Qual è il conduttore di CBS Summer Playhouse?,select  ?o    {    <http://dbpedia.org/resource/CBS_Summer_Playhouse> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Daphne_Maxwell_Reid,Daphne Maxwell Reid,NPP
1096,Qual era il conduttore di Canadian Idol?,select  ?o    {    <http://dbpedia.org/resource/Canadian_Idol> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Jully_Black,Jully Black,NPP
1097,Qual è il conduttore di Canadian Idol?,select  ?o    {    <http://dbpedia.org/resource/Canadian_Idol> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Jully_Black,Jully Black,NPP
1098,Qual era il conduttore di Premio André Cavens?,select  ?o    {    <http://dbpedia.org/resource/André_Cavens_Award> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Belgian_Film_Critics_Association,Sindacato belga della critica cinematografica,NPP
1099,Qual è il conduttore di Premio André Cavens?,select  ?o    {    <http://dbpedia.org/resource/André_Cavens_Award> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Belgian_Film_Critics_Association,Sindacato belga della critica cinematografica,NPP
1100,Qual era il conduttore di Ceylon Police Medal?,select  ?o    {    <http://dbpedia.org/resource/Ceylon_Police_Medal> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Sri_Lanka,Sri Lanka,NPP
1101,Qual è il conduttore di Ceylon Police Medal?,select  ?o    {    <http://dbpedia.org/resource/Ceylon_Police_Medal> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Sri_Lanka,Sri Lanka,NPP
1102,Qual era il conduttore di Fibbia della Croce di Ferro?,select  ?o    {    <http://dbpedia.org/resource/Clasp_to_the_Iron_Cross> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Nazi_Germany,Germania nazista,NPP
1103,Qual è il conduttore di Fibbia della Croce di Ferro?,select  ?o    {    <http://dbpedia.org/resource/Clasp_to_the_Iron_Cross> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Nazi_Germany,Germania nazista,NPP
1104,Qual era il conduttore di Country Music Association Awards?,select  ?o    {    <http://dbpedia.org/resource/Country_Music_Association_Awards> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Country_Music_Association,Country Music Association,NPP
1105,Qual è il conduttore di Country Music Association Awards?,select  ?o    {    <http://dbpedia.org/resource/Country_Music_Association_Awards> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Country_Music_Association,Country Music Association,NPP
1106,"Qual era il conduttore di Fascia da braccio ""Curlandia""?",select  ?o    {    <http://dbpedia.org/resource/Courland_Cuff_Title> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Nazi_Germany,Germania nazista,NPP
1107,"Qual è il conduttore di Fascia da braccio ""Curlandia""?",select  ?o    {    <http://dbpedia.org/resource/Courland_Cuff_Title> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Nazi_Germany,Germania nazista,NPP
1108,Qual era il conduttore di Premio Holberg?,select  ?o    {    <http://dbpedia.org/resource/Holberg_Prize> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Politics_of_Norway,Politica della Norvegia,NPP
1109,Qual è il conduttore di Premio Holberg?,select  ?o    {    <http://dbpedia.org/resource/Holberg_Prize> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Politics_of_Norway,Politica della Norvegia,NPP
1110,Qual era il conduttore di NASA Exceptional Achievement Medal?,select  ?o    {    <http://dbpedia.org/resource/NASA_Exceptional_Achievement_Medal> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/NASA,NASA,NPP
1111,Qual è il conduttore di NASA Exceptional Achievement Medal?,select  ?o    {    <http://dbpedia.org/resource/NASA_Exceptional_Achievement_Medal> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/NASA,NASA,NPP
1112,Qual era il conduttore di Khedive's Star?,select  ?o    {    <http://dbpedia.org/resource/Khedive's_Star> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Khedivate_of_Egypt,Chedivato d'Egitto,NPP
1113,Qual è il conduttore di Khedive's Star?,select  ?o    {    <http://dbpedia.org/resource/Khedive's_Star> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Khedivate_of_Egypt,Chedivato d'Egitto,NPP
1114,Qual era il conduttore di Coppa Val Barker?,select  ?o    {    <http://dbpedia.org/resource/Val_Barker_Trophy> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/International_Boxing_Association_(amateur),Associazione Internazionale Boxe Amatori,NPP
1115,Qual è il conduttore di Coppa Val Barker?,select  ?o    {    <http://dbpedia.org/resource/Val_Barker_Trophy> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/International_Boxing_Association_(amateur),Associazione Internazionale Boxe Amatori,NPP
1116,Qual era il conduttore di Médaille de l'Aéronautique?,select  ?o    {    <http://dbpedia.org/resource/Aeronautical_Medal> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/France,Franca (San Paolo),NPP
1117,Qual è il conduttore di Médaille de l'Aéronautique?,select  ?o    {    <http://dbpedia.org/resource/Aeronautical_Medal> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/France,Franca (San Paolo),NPP
1118,Qual era il conduttore di Al TV?,select  ?o    {    <http://dbpedia.org/resource/Al_TV> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/%22Weird_Al%22_Yankovic,"""Weird Al"" Yankovic",NPP
1119,Qual è il conduttore di Al TV?,select  ?o    {    <http://dbpedia.org/resource/Al_TV> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/%22Weird_Al%22_Yankovic,"""Weird Al"" Yankovic",NPP
1120,Qual era il conduttore di Fred Astaire serie televisiva?,select  ?o    {    <http://dbpedia.org/resource/Alcoa_Premiere> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Fred_Astaire,Fred Astaire,NPP
1121,Qual è il conduttore di Fred Astaire serie televisiva?,select  ?o    {    <http://dbpedia.org/resource/Alcoa_Premiere> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Fred_Astaire,Fred Astaire,NPP
1122,Qual era il conduttore di Premio Alex?,select  ?o    {    <http://dbpedia.org/resource/Alex_Awards> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Young_Adult_Library_Services_Association,Young Adult Library Services Association,NPP
1123,Qual è il conduttore di Premio Alex?,select  ?o    {    <http://dbpedia.org/resource/Alex_Awards> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Young_Adult_Library_Services_Association,Young Adult Library Services Association,NPP
1124,Qual era il conduttore di Alfred Hitchcock presenta serie televisiva 1955?,select  ?o    {    <http://dbpedia.org/resource/Alfred_Hitchcock_Presents> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Alfred_Hitchcock,Alfred Hitchcock,NPP
1125,Qual è il conduttore di Alfred Hitchcock presenta serie televisiva 1955?,select  ?o    {    <http://dbpedia.org/resource/Alfred_Hitchcock_Presents> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Alfred_Hitchcock,Alfred Hitchcock,NPP
1126,Qual era il conduttore di Alfred Hitchcock presenta serie televisiva 1985?,select  ?o    {    <http://dbpedia.org/resource/Alfred_Hitchcock_Presents_(1985_TV_series)> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Alfred_Hitchcock,Alfred Hitchcock,NPP
1127,Qual è il conduttore di Alfred Hitchcock presenta serie televisiva 1985?,select  ?o    {    <http://dbpedia.org/resource/Alfred_Hitchcock_Presents_(1985_TV_series)> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Alfred_Hitchcock,Alfred Hitchcock,NPP
1128,Qual era il conduttore di Premio Hans Christian Andersen?,select  ?o    {    <http://dbpedia.org/resource/Hans_Christian_Andersen_Award> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/International_Board_on_Books_for_Young_People,IBBY,NPP
1129,Qual è il conduttore di Premio Hans Christian Andersen?,select  ?o    {    <http://dbpedia.org/resource/Hans_Christian_Andersen_Award> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/International_Board_on_Books_for_Young_People,IBBY,NPP
1130,Qual era il conduttore di Eroe del lavoro del Kazakistan?,select  ?o    {    <http://dbpedia.org/resource/Hero_of_Labour_of_Kazakhstan> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Kazakhstan,Kazakistan,NPP
1131,Qual è il conduttore di Eroe del lavoro del Kazakistan?,select  ?o    {    <http://dbpedia.org/resource/Hero_of_Labour_of_Kazakhstan> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Kazakhstan,Kazakistan,NPP
1132,Qual era il conduttore di Eroe del lavoro della Federazione Russa?,select  ?o    {    <http://dbpedia.org/resource/Hero_of_Labour_of_the_Russian_Federation> <http://dbpedia.org/ontology/presenter>  ?o    },http://dbpedia.org/resource/Russia,Repubblica Socialista Federativa Sovietica Russa,NPP
