"QALD id"	"QALD original question"	"QALD original SPARQL query"	"QueGG original question"	"QueGG SPARQL query"	"TP"	"FP"	"FN"	"Precision"	"Recall"	"F-Measure"
"72"	"In quale linguaggio di programmazione è scritto GIMP?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE { 
	res:GIMP dbo:programmingLanguage ?uri .
}"	"In quale linguaggio di programmazione è scritto GIMP?"	""	"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"
"73"	"In quale antico impero era possibile pagare con le fave di cacao?"	"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/currency> <http://dbpedia.org/resource/Cocoa_bean> . }"	"In quale antico impero era possibile pagare con le fave di cacao?"	""	"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"
"74"	"Chi è l'editore di Forbes?"	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
        res:Forbes dbo:editor ?uri .
}"	"Chi è l'editore di Forbes?"	"select  ?o
    {
    <http://dbpedia.org/resource/Forbes> <http://dbpedia.org/ontology/publisher>  ?o
    }"	"0.0"	"1.0"	"1.0"	"0.0"	"0.0"	"0.0"
"75"	"Quante persone vivono nella capitale dell'Australia?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num 
WHERE {
        res:Australia dbo:capital ?x .
        ?x dbo:populationTotal ?num .
}"	"Quante persone vivono nella capitale dell'Australia?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"76"	"Quali surfisti professionisti sono nati in Australia?"	"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbo:occupation res:Surfing .  
        ?uri dbo:birthPlace res:Australia . 
}"	"Quali surfisti professionisti sono nati in Australia?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"77"	"Quali società di elettronica sono state fondate a Pechino?"	"SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> . ?uri <http://dbpedia.org/ontology/industry> <http://dbpedia.org/resource/Electronics> . ?uri <http://dbpedia.org/ontology/foundationPlace> <http://dbpedia.org/resource/Beijing> . }"	"Quali società di elettronica sono state fondate a Pechino?"	""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"78"	"Dammi tutti i videogiochi di Mean Hamster Software."	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
      ?uri rdf:type dbo:VideoGame .
      ?uri dbo:publisher res:Mean_Hamster_Software . 
}"	"Dammi tutti i videogiochi di Mean Hamster Software."	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"79"	"Quanti negozi Aldi ci sono?"	"SELECT DISTINCT ?number WHERE {  <http://dbpedia.org/resource/Aldi> <http://dbpedia.org/ontology/numberOfLocations> ?number . } "	"Quanti negozi Aldi ci sono?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"80"	"Qual è la capitale del Cameroon"	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Cameroon> <http://dbpedia.org/ontology/capital> ?uri. } "	"Qual è la capitale del Cameroon"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"81"	"Esiste un videogioco che si chiama Battle Chess?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
ASK 
WHERE {
	?uri rdf:type dbo:VideoGame .
        ?uri rdfs:label 'Battle Chess'@en .
}"	"Esiste un videogioco che si chiama Battle Chess?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"82"	"La moglie del presidente Lincoln si chiamava Mary?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
ASK 
WHERE {
        res:Abraham_Lincoln dbo:spouse ?spouse .
        ?spouse rdfs:label ?name .
        FILTER(regex(?name,'Mary')) 
}"	"La moglie del presidente Lincoln si chiamava Mary?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"83"	"Dammi tutti i film diretti da Francis Ford Coppola."	"SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> .  ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Francis_Ford_Coppola> . } "	"Dammi tutti i film diretti da Francis Ford Coppola."	""	"0.0"	"0.0"	"33.0"	"0.0"	"0.0"	"0.0"
"84"	"Quali film di Tim Burton hanno avuto il budget più alto?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbo:director res:Tim_Burton .
        ?uri dbo:budget ?b .
}
ORDER BY ?b
OFFSET 0 LIMIT 1"	"Quali film di Tim Burton hanno avuto il budget più alto?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"85"	"Breaking Bad ha più episodi di Game of Thrones?"	"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
ASK 
WHERE { 
        res:Breaking_Bad dbo:numberOfEpisodes ?x . 
        res:Game_of_Thrones dbo:numberOfEpisodes ?y . 
        FILTER (?y > ?x) 
}"	"Breaking Bad ha più episodi di Game of Thrones?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"86"	"Chi era chiamato Rodzilla?"	"PREFIX dbp: <http://dbpedia.org/property/> 
SELECT DISTINCT ?uri 
WHERE { 
         ?uri dbp:nickname ""Rodzilla""@en .
}"	"Chi era chiamato Rodzilla?"	""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"87"	"Natalie Portman, nata, Stati Uniti d'America"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE { 
	res:Natalie_Portman dbo:birthPlace ?city .
      	?city dbo:country res:United_States .
}"	"Natalie Portman, nata, Stati Uniti d'America"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"88"	"Dammi i nipoti di Elvis Presley."	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Elvis_Presley> <http://dbpedia.org/ontology/child> ?child . ?child <http://dbpedia.org/ontology/child> ?uri . }"	"Dammi i nipoti di Elvis Presley."	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"89"	"Quali film in cui recita Mickey Rourke sono stati diretti da Guy Ritchie?"	"SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Mickey_Rourke> . ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Guy_Ritchie> . } "	"Quali film in cui recita Mickey Rourke sono stati diretti da Guy Ritchie?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"90"	"Quando è morto il creatore di Dracula?"	"SELECT DISTINCT ?date WHERE {  <http://dbpedia.org/resource/Count_Dracula> <http://dbpedia.org/ontology/creator> ?x .  ?x <http://dbpedia.org/ontology/deathDate> ?date . } "	"Quando è morto il creatore di Dracula?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"91"	"Da quale stato proviene il creatore di Miffy?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:Miffy dbo:creator ?x .
	?x dbo:nationality ?uri .
}"	"Da quale stato proviene il creatore di Miffy?"	""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"92"	"Qual è il vero nome di Batman?"	"SELECT DISTINCT ?s WHERE { <http://dbpedia.org/resource/Batman> <http://dbpedia.org/property/alterEgo> ?s . }"	"Qual è il vero nome di Batman?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"93"	"Quale forma di governo ha la Russia?"	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Russia> <http://dbpedia.org/ontology/governmentType> ?uri . } "	"Quale forma di governo ha la Russia?"	"select  ?o
    {
    <http://dbpedia.org/resource/Russia> <http://dbpedia.org/ontology/governmentType>  ?o
    }"	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"94"	"Quante società sono state fondate dal fondatore di Facebook?"	"SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Facebook> <http://dbpedia.org/ontology/foundedBy> ?uri .  ?uri <http://dbpedia.org/ontology/foundedBy> ?uri . } "	"Quante società sono state fondate dal fondatore di Facebook?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"95"	"Dammi tutti i produttori canadesi di musica Grunge."	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
	?uri rdf:type dbo:RecordLabel .
        ?uri dbo:genre res:Grunge .
        ?uri dbo:country res:Canada .
}"	"Dammi tutti i produttori canadesi di musica Grunge."	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"96"	"Quanti figli ebbe Benjamin Franklin?"	"SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Benjamin_Franklin> <http://dbpedia.org/ontology/child> ?uri . } "	"Quanti figli ebbe Benjamin Franklin?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"97"	"Elenca i figli di Margaret Thatcher."	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
	res:Margaret_Thatcher dbo:child ?uri .
}"	"Elenca i figli di Margaret Thatcher."	""	"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"
"98"	"Da quale regione proviene il Melon de Bourgogne?"	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri
WHERE {
        res:Melon_de_Bourgogne dbo:wineRegion ?uri .
}"	"Da quale regione proviene il Melon de Bourgogne?"	""	"0.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"
"99"	"Chi è il figlio maggiore di Meryl Streep?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE { 
        res:Meryl_Streep dbo:child ?uri . 
        ?uri dbo:birthDate ?d .
}
ORDER BY ASC(?d)
OFFSET 0 LIMIT 1"	"Chi è il figlio maggiore di Meryl Streep?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"100"	"Le rane verdi sono un tipo di anfibio?"	"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
ASK 
WHERE { 
        res:Hylidae dbo:class res:Amphibian . 
}"	"Le rane verdi sono un tipo di anfibio?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"101"	"Christian Bale ha recitato in Velvet Goldmine?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK
WHERE {
        res:Velvet_Goldmine dbo:starring res:Christian_Bale .
}"	"Christian Bale ha recitato in Velvet Goldmine?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"102"	"Elenca tutti i giochi di GMT."	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {	
        ?uri dbo:publisher res:GMT_Games .
}"	"Elenca tutti i giochi di GMT."	""	"0.0"	"0.0"	"8.0"	"0.0"	"0.0"	"0.0"
"103"	"L'Isar sfocia in un lago?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK
WHERE {
        ?x dbo:inflow res:Isar .
        ?x rdf:type dbo:Lake . 
}"	"L'Isar sfocia in un lago?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"104"	"Quali aeroporti sono serviti da Yeti Airlines?"	"SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Yeti_Airlines> <http://dbpedia.org/ontology/targetAirport> ?uri . }"	"Quali aeroporti sono serviti da Yeti Airlines?"	""	"0.0"	"0.0"	"5.0"	"0.0"	"0.0"	"0.0"
"105"	"Quale società indiana ha il maggior numero di dipendenti?"	"SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> . ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/India> . ?uri <http://dbpedia.org/ontology/numberOfEmployees> ?n . } ORDER BY DESC(?n) OFFSET 0 LIMIT 1"	"Quale società indiana ha il maggior numero di dipendenti?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"106"	"Quale colore esprime lealtà?"	"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/connotation> <http://dbpedia.org/resource/Loyalty> . }"	"Quale colore esprime lealtà?"	""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"107"	"Quale città ha il maggior numero di abitanti?"	"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
         ?uri rdf:type dbo:City . 
         ?uri dbo:populationTotal ?pop . 
}
ORDER BY DESC(?pop)
OFFSET 0 LIMIT 1"	"Quale città ha il maggior numero di abitanti?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"108"	"Chi ha creato Wikipedia?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
	res:Wikipedia dbo:author ?uri .
}"	"Chi ha creato Wikipedia?"	""	"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"
"109"	"Rita Wilson è la moglie di Tom Hanks?"	"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
ASK 
WHERE { 
        res:Tom_Hanks dbo:spouse res:Rita_Wilson . 
}"	"Rita Wilson è la moglie di Tom Hanks?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"110"	"La moglie del presidente Obama si chiama Michelle?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
ASK 
WHERE {
        res:Barack_Obama dbo:spouse ?spouse .
        ?spouse rdfs:label ?name .
        FILTER(regex(?name,'Michelle')) 
}"	"La moglie del presidente Obama si chiama Michelle?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"111"	"Quanti gruppi etnici vivono in Slovenia?"	"SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Slovenia> <http://dbpedia.org/ontology/ethnicGroup> ?uri . } "	"Quanti gruppi etnici vivono in Slovenia?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"112"	"Chi è il presidente dell'Eritrea?"	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Eritrea> <http://dbpedia.org/ontology/leader> ?uri . <http://dbpedia.org/resource/Eritrea> <http://dbpedia.org/ontology/leaderTitle> 'President'@en . }  "	"Chi è il presidente dell'Eritrea?"	""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"113"	"Quanti film ha diretto Stanley Kubrick?"	"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Stanley_Kubrick> . }"	"Quanti film ha diretto Stanley Kubrick?"	""	"0.0"	"0.0"	"16.0"	"0.0"	"0.0"	"0.0"
"114"	"Quando è stato completato il Titanic?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?date
WHERE { 
        res:RMS_Titanic dbo:completionDate ?date . 
}"	"Quando è stato completato il Titanic?"	""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"115"	"Quante pagine ha Guerra e Pace?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?n
WHERE {
        res:War_and_Peace dbo:numberOfPages ?n .
}"	"Quante pagine ha Guerra e Pace?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"116"	"Chi è il giocatore più giovane della Premier League?"	"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbo:team ?x . 
        ?x dbo:league res:Premier_League . 
        ?uri dbo:birthDate ?y . 
} 
ORDER BY DESC(?y) 
OFFSET 0 LIMIT 1"	"Chi è il giocatore più giovane della Premier League?"	""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"117"	"Qual è la montagna più alta in Italia?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
        ?uri rdf:type dbo:Mountain .
        ?uri dbo:locatedInArea res:Italy .
        ?uri dbo:elevation ?num .
}
ORDER BY DESC(?num)
OFFSET 0 LIMIT 1"	"Qual è la montagna più alta in Italia?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"118"	"Quanto è alta Claudia Schiffer?"	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?height 
WHERE {       
        res:Claudia_Schiffer dbo:height ?height .      
}"	"Quanto è alta Claudia Schiffer?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"119"	"Chi fu il vicepresidente di John F. Kennedy?"	"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { res:John_F._Kennedy dbo:vicePresident ?uri . 
}"	"Chi fu il vicepresidente di John F. Kennedy?"	""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"120"	"Quale società sussidiaria di Lufthansa serve sia Dortmund che Berlin Tegel?"	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri 
WHERE {
        res:Lufthansa dbo:subsidiary ?uri .
        ?uri dbo:targetAirport res:Dortmund_Airport .
        ?uri dbo:targetAirport res:Berlin_Tegel_Airport .
}"	"Quale società sussidiaria di Lufthansa serve sia Dortmund che Berlin Tegel?"	""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"121"	"Chi fu il successore di John F. Kennedy?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:John_F._Kennedy dbo:successor ?uri .
}"	"Chi fu il successore di John F. Kennedy?"	""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"122"	"Chi ha composto la colonna sonora di Titanic di Cameron?"	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Titanic_(1997_film)> <http://dbpedia.org/ontology/musicComposer> ?uri . } "	"Chi ha composto la colonna sonora di Titanic di Cameron?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"123"	"Che film ha diretto Kurosawa?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
        ?uri rdf:type dbo:Film .
        ?uri dbo:director res:Akira_Kurosawa .
}"	"Che film ha diretto Kurosawa?"	""	"0.0"	"0.0"	"32.0"	"0.0"	"0.0"	"0.0"
"124"	"Quale casa discografica ha inciso il primo album di Elvis?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
        ?x rdf:type dbo:Album .
        ?x dbo:artist res:Elvis_Presley .
        ?x dbo:releaseDate ?y .
        ?x dbo:recordLabel ?uri .
}
ORDER BY ASC(?y) 
OFFSET 0 LIMIT 1"	"Quale casa discografica ha inciso il primo album di Elvis?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"125"	"Qual è il fuso orario di Roma?"	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Rome> <http://dbpedia.org/ontology/timeZone> ?uri . } "	"Qual è il fuso orario di Roma?"	"select  ?o
    {
    <http://dbpedia.org/resource/Rome> <http://dbpedia.org/ontology/timezone>  ?o
    }"	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"126"	"Dammi la valuta della Cina."	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri
WHERE {  
   res:China dbo:currency ?uri . 
}"	"Dammi la valuta della Cina."	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"127"	"Chi ha sviluppato DBpedia?"	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/DBpedia> <http://dbpedia.org/ontology/developer> ?uri . }"	"Chi ha sviluppato DBpedia?"	""	"0.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"
"128"	"Il luogo di morte di Abraham Lincoln ha un sito web?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
        res:Abraham_Lincoln dbo:deathPlace ?p .
        ?p dbo:website ?w . 
}"	"Il luogo di morte di Abraham Lincoln ha un sito web?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"129"	"Chi è il re dei Paesi Bassi?"	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Netherlands> <http://dbpedia.org/ontology/leader> ?uri . ?uri a <http://dbpedia.org/ontology/Royalty> . } "	"Chi è il re dei Paesi Bassi?"	""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"130"	"In quale città è morto Nikos Kazantzakis"	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Nikos_Kazantzakis> <http://dbpedia.org/ontology/deathPlace> ?uri . ?uri a <http://dbpedia.org/ontology/Town> . }"	"In quale città è morto Nikos Kazantzakis"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"131"	"Chi fu il padre della regina Elisabetta II?"	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbp: <http://dbpedia.org/property/>
SELECT DISTINCT ?uri
WHERE { 
        res:Elizabeth_II dbp:father ?uri .
}"	"Chi fu il padre della regina Elisabetta II?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"132"	"Dammi la lista di tutti gli uccelli in via di estinzione."	"SELECT DISTINCT ?uri ?p WHERE { ?uri a <http://dbpedia.org/ontology/Bird> . { ?uri <http://dbpedia.org/ontology/conservationStatus> 'CR'^^<http://www.w3.org/2001/XMLSchema#string> . } UNION { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Critically_endangered_animals> . } }"	"Dammi la lista di tutti gli uccelli in via di estinzione."	""	"0.0"	"0.0"	"27.0"	"0.0"	"0.0"	"0.0"
"133"	"Quanti abitanti ha la città più grande del Canada?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num
WHERE {
        res:Canada dbo:largestCity ?city . 
        ?city dbo:populationTotal ?num .
}"	"Quanti abitanti ha la città più grande del Canada?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"134"	"A quali conflitti militari ha partecipato Lawrence d'Arabia?"	"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        res:T._E._Lawrence dbo:battle ?uri . 
}"	"A quali conflitti militari ha partecipato Lawrence d'Arabia?"	""	"0.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"
"135"	"Quale libro ha il maggior numero di pagine?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
        ?uri rdf:type dbo:Book . 
        ?uri dbo:numberOfPages ?n .
}
ORDER BY DESC(?n)
OFFSET 0 LIMIT 1"	"Quale libro ha il maggior numero di pagine?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"136"	"In quale stato nasce il Nilo?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {       
        res:Nile dbo:sourceCountry ?uri .
}"	"In quale stato nasce il Nilo?"	""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"137"	"Qual è il pilota di Formula 1 con più gare?"	"SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/FormulaOneRacer> .  ?uri <http://dbpedia.org/ontology/races> ?x . } ORDER BY DESC(?x) OFFSET 0 LIMIT 1 "	"Qual è il pilota di Formula 1 con più gare?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"138"	"Quali società producono aeroscafi?"	"SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> . ?uri <http://dbpedia.org/ontology/product> <http://dbpedia.org/resource/Hovercraft> . }"	"Quali società producono aeroscafi?"	""	"0.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"
"139"	"Elvis Presley ha avuto dei figli?"	"ASK WHERE { <http://dbpedia.org/resource/Elvis_Presley> <http://dbpedia.org/ontology/child> ?uri . } "	"Elvis Presley ha avuto dei figli?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
