id,question,sparql,answer_rdf,answer,frame
0,Quale era la australiani ecclesiastico?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Cleric> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Australia> },http://dbpedia.org/resource/Keith_Rayner,,AA
521,Quale erano greco personas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Lia_Merminga,,AA
522,Quale sono greco personas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Lia_Merminga,,AA
523,Quale è la greco persona?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Lia_Merminga,,AA
525,greco personas,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Lia_Merminga,,AA
526,la greco persona,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Lia_Merminga,,AA
528,Quale era la greco premio?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Award> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Maria_Laina,,AA
529,Quale erano greco premios?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Award> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Maria_Laina,,AA
530,Quale sono greco premios?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Award> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Maria_Laina,,AA
531,Quale è la greco premio?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Award> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Maria_Laina,,AA
533,greco premios,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Award> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Maria_Laina,,AA
534,la greco premio,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Award> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Maria_Laina,,AA
536,Quale era la greco nuotatore?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Swimmer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Romanos_Alyfantis,Romanos Alyfantis,AA
537,Quale erano greco nuotatores?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Swimmer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Romanos_Alyfantis,Romanos Alyfantis,AA
538,Quale sono greco nuotatores?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Swimmer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Romanos_Alyfantis,Romanos Alyfantis,AA
539,Quale è la greco nuotatore?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Swimmer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Romanos_Alyfantis,Romanos Alyfantis,AA
541,greco nuotatores,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Swimmer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Romanos_Alyfantis,Romanos Alyfantis,AA
542,la greco nuotatore,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Swimmer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Romanos_Alyfantis,Romanos Alyfantis,AA
544,Quale era la greco militare?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MilitaryPerson> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Phaedon_Gizikis,Faidōn Gkizikīs,AA
545,Quale erano greco militares?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MilitaryPerson> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Phaedon_Gizikis,Faidōn Gkizikīs,AA
546,Quale sono greco militares?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MilitaryPerson> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Phaedon_Gizikis,Faidōn Gkizikīs,AA
547,Quale è la greco militare?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MilitaryPerson> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Phaedon_Gizikis,Faidōn Gkizikīs,AA
549,greco militares,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MilitaryPerson> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Phaedon_Gizikis,Faidōn Gkizikīs,AA
550,la greco militare,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MilitaryPerson> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Phaedon_Gizikis,Faidōn Gkizikīs,AA
552,Quale era la greco pugile?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Boxer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Sonya_Lamonakis,,AA
553,Quale erano greco pugiles?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Boxer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Sonya_Lamonakis,,AA
554,Quale sono greco pugiles?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Boxer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Sonya_Lamonakis,,AA
555,Quale è la greco pugile?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Boxer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Sonya_Lamonakis,,AA
557,greco pugiles,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Boxer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Sonya_Lamonakis,,AA
558,la greco pugile,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Boxer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Sonya_Lamonakis,,AA
560,Quale era la greco giocatore di pallacanestro?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Olga_Chatzinikolaou,Olga Chatzīnikolaou,AA
561,Quale erano greco giocatore di pallacanestros?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Olga_Chatzinikolaou,Olga Chatzīnikolaou,AA
562,Quale sono greco giocatore di pallacanestros?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Olga_Chatzinikolaou,Olga Chatzīnikolaou,AA
563,Quale è la greco giocatore di pallacanestro?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Olga_Chatzinikolaou,Olga Chatzīnikolaou,AA
565,greco giocatore di pallacanestros,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Olga_Chatzinikolaou,Olga Chatzīnikolaou,AA
566,la greco giocatore di pallacanestro,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Greece> },http://dbpedia.org/resource/Olga_Chatzinikolaou,Olga Chatzīnikolaou,AA
568,Quale era la bengalese agente?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bangladesh> },http://dbpedia.org/resource/Robiul_Islam_Jibon,,AA
569,Quale erano bengalese agentes?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bangladesh> },http://dbpedia.org/resource/Robiul_Islam_Jibon,,AA
570,Quale sono bengalese agentes?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bangladesh> },http://dbpedia.org/resource/Robiul_Islam_Jibon,,AA
571,Quale è la bengalese agente?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bangladesh> },http://dbpedia.org/resource/Robiul_Islam_Jibon,,AA
573,bengalese agentes,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bangladesh> },http://dbpedia.org/resource/Robiul_Islam_Jibon,,AA
574,la bengalese agente,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bangladesh> },http://dbpedia.org/resource/Robiul_Islam_Jibon,,AA
576,Quale era la bengalese atleta?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bangladesh> },http://dbpedia.org/resource/Imam_Hossain,,AA
577,Quale erano bengalese atletas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bangladesh> },http://dbpedia.org/resource/Imam_Hossain,,AA
578,Quale sono bengalese atletas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bangladesh> },http://dbpedia.org/resource/Imam_Hossain,,AA
579,Quale è la bengalese atleta?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bangladesh> },http://dbpedia.org/resource/Imam_Hossain,,AA
581,bengalese atletas,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bangladesh> },http://dbpedia.org/resource/Imam_Hossain,,AA
582,la bengalese atleta,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bangladesh> },http://dbpedia.org/resource/Imam_Hossain,,AA
584,Quale era la bengalese persona?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bangladesh> },http://dbpedia.org/resource/Robiul_Islam_Jibon,,AA
585,Quale erano bengalese personas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bangladesh> },http://dbpedia.org/resource/Robiul_Islam_Jibon,,AA
586,Quale sono bengalese personas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bangladesh> },http://dbpedia.org/resource/Robiul_Islam_Jibon,,AA
587,Quale è la bengalese persona?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bangladesh> },http://dbpedia.org/resource/Robiul_Islam_Jibon,,AA
589,bengalese personas,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bangladesh> },http://dbpedia.org/resource/Robiul_Islam_Jibon,,AA
590,la bengalese persona,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bangladesh> },http://dbpedia.org/resource/Robiul_Islam_Jibon,,AA
592,Quale era la beninesi agente?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Benin> },http://dbpedia.org/resource/Leonce_Raphael_Agbodjelou,,AA
593,Quale erano beninesi agentes?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Benin> },http://dbpedia.org/resource/Leonce_Raphael_Agbodjelou,,AA
594,Quale sono beninesi agentes?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Benin> },http://dbpedia.org/resource/Leonce_Raphael_Agbodjelou,,AA
595,Quale è la beninesi agente?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Benin> },http://dbpedia.org/resource/Leonce_Raphael_Agbodjelou,,AA
597,beninesi agentes,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Benin> },http://dbpedia.org/resource/Leonce_Raphael_Agbodjelou,,AA
598,la beninesi agente,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Benin> },http://dbpedia.org/resource/Leonce_Raphael_Agbodjelou,,AA
600,Quale era la beninesi atleta?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Benin> },http://dbpedia.org/resource/Pascal_Dangbo,,AA
601,Quale erano beninesi atletas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Benin> },http://dbpedia.org/resource/Pascal_Dangbo,,AA
602,Quale sono beninesi atletas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Benin> },http://dbpedia.org/resource/Pascal_Dangbo,,AA
603,Quale è la beninesi atleta?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Benin> },http://dbpedia.org/resource/Pascal_Dangbo,,AA
605,beninesi atletas,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Benin> },http://dbpedia.org/resource/Pascal_Dangbo,,AA
606,la beninesi atleta,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Benin> },http://dbpedia.org/resource/Pascal_Dangbo,,AA
608,Quale era la beninesi persona?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Benin> },http://dbpedia.org/resource/Leonce_Raphael_Agbodjelou,,AA
609,Quale erano beninesi personas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Benin> },http://dbpedia.org/resource/Leonce_Raphael_Agbodjelou,,AA
610,Quale sono beninesi personas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Benin> },http://dbpedia.org/resource/Leonce_Raphael_Agbodjelou,,AA
611,Quale è la beninesi persona?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Benin> },http://dbpedia.org/resource/Leonce_Raphael_Agbodjelou,,AA
613,beninesi personas,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Benin> },http://dbpedia.org/resource/Leonce_Raphael_Agbodjelou,,AA
614,la beninesi persona,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Benin> },http://dbpedia.org/resource/Leonce_Raphael_Agbodjelou,,AA
616,Quale era la belgi ecclesiastico?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Cleric> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Belgium> },http://dbpedia.org/resource/Jacob_Thomas_Jozef_Wellens,,AA
617,Quale erano belgi ecclesiasticos?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Cleric> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Belgium> },http://dbpedia.org/resource/Jacob_Thomas_Jozef_Wellens,,AA
618,Quale sono belgi ecclesiasticos?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Cleric> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Belgium> },http://dbpedia.org/resource/Jacob_Thomas_Jozef_Wellens,,AA
619,Quale è la belgi ecclesiastico?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Cleric> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Belgium> },http://dbpedia.org/resource/Jacob_Thomas_Jozef_Wellens,,AA
621,belgi ecclesiasticos,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Cleric> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Belgium> },http://dbpedia.org/resource/Jacob_Thomas_Jozef_Wellens,,AA
622,la belgi ecclesiastico,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Cleric> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Belgium> },http://dbpedia.org/resource/Jacob_Thomas_Jozef_Wellens,,AA
624,Quale era la belgi agente?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Belgium> },http://dbpedia.org/resource/Milou_Jeunehomme,,AA
625,Quale erano belgi agentes?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Belgium> },http://dbpedia.org/resource/Milou_Jeunehomme,,AA
626,Quale sono belgi agentes?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Belgium> },http://dbpedia.org/resource/Milou_Jeunehomme,,AA
627,Quale è la belgi agente?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Belgium> },http://dbpedia.org/resource/Milou_Jeunehomme,,AA
629,belgi agentes,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Belgium> },http://dbpedia.org/resource/Milou_Jeunehomme,,AA
630,la belgi agente,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Belgium> },http://dbpedia.org/resource/Milou_Jeunehomme,,AA
632,Quale era la belgi atleta?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Belgium> },http://dbpedia.org/resource/Ginet_Trasenster,,AA
633,Quale erano belgi atletas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Belgium> },http://dbpedia.org/resource/Ginet_Trasenster,,AA
634,Quale sono belgi atletas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Belgium> },http://dbpedia.org/resource/Ginet_Trasenster,,AA
