LemonEntry,partOfSpeech,writtenFormInfinitive/2ndPerson,writtenForm3rdPerson,writtenFormPast,preposition,SyntacticFrame,subject,prepositionalAdjunct,sense,reference,domain,range,domainWrittenSingular,domainWrittenPlural,rangeWrittenSingular,rangeWrittenPlural,GrammarRule 1 :question 1,GrammarRule 1 :question 2,GrammarRule 1 :sparql,Grammar rule 2: question1,Grammar rule 2: question2,sparql2
split_up_in_1,verb,split up,splits up,split up,in,IntransitivePPFrame,domain,range,1,dbo:activeYearsEndYear,dbo:Band,xsd:date,band,bands,-,-,-,Which dbo:Band(X) was split up in Y(xsd:date)?,SELECT ?X WHERE { ?X dbo:activeYearsEndYear Y.},Which xsd:date(X) does Y(dbo:Band) split up in?,When xsd:date(X) was Y(dbo:Band) split up ?,SELECT ?X WHERE { Y dbo:activeYearsEndYear ?X.}
study_at_1,verb,study,studies,studied,at,IntransitivePPFrame,domain,range,1,dbo:education,dbo:Person,dbo:EducationalInstitution,person,persons,educational Institution,educational Institutions,What dbo:Person(X) studies at Y(dbo:EducationalInstitution)?,FALSE,SELECT ?X WHERE { ?X dbo:education Y.},Which dbo:EducationalInstitution(X) does Y(dbo:Person) study at?,FALSE,SELECT ?X WHERE { Y dbo:education ?X.}
relate_to_1,verb,relate,is related,related,to,IntransitivePPFrame,domain,range,1,dbo:related,dbo:Beverage,dbo:Beverage,beverage,beverages,beverage,beverages,What dbo:Beverage(X) is related to Y(dbo:Beverage)?,FALSE,SELECT ?X WHERE { ?X dbo:related Y.},Which dbo:Beverage(X) does Y(dbo:Beverage) relate to?,FALSE,SELECT ?X WHERE { Y dbo:related ?X.}
record_in_1,verb,record,records,recored,in,IntransitivePPFrame,domain,range,1,dbo:recordedIn,dbo:MusicalWork,dbo:PopulatedPlace,musical work,musical works,populated place,populated places,What dbo:MusicalWork(X) records in Y(dbo:PopulatedPlace)?,FALSE,SELECT ?X WHERE { ?X dbo:recordedIn Y.},Which dbo:PopulatedPlace(X) does Y(dbo:MusicalWork) record in?,FALSE,SELECT ?X WHERE { Y dbo:recordedIn ?X.}
locate_in_1,verb,locate,locates,located,in,IntransitivePPFrame,domain,range,2,dbo:location,dbo:City,dbo:Country ,city,cities,country ,countries,What dbo:City(X) locates in Y(dbo:Country )?,FALSE,SELECT ?X WHERE { ?X dbo:location Y.},Which dbo:Country (X) does Y(dbo:City) locate in?,FALSE,SELECT ?X WHERE { Y dbo:location ?X.}
locate_in_2,verb,locate,locates,located,in,IntransitivePPFrame,domain,range,4,dbo:location,dbo:Airport,dbo:Place,airport,airports,place,places,What dbo:Airport(X) locates in Y(dbo:Place)?,FALSE,SELECT ?X WHERE { ?X dbo:location Y.},Which dbo:Place(X) does Y(dbo:Airport) locate in?,FALSE,SELECT ?X WHERE { Y dbo:location ?X.}
locate_in_3,verb,locate,locates,located,in,IntransitivePPFrame,domain,range,9,dbo:location,dbo:BodyOfWater,dbo:Place,body of water,body of water,place,places,What dbo:BodyOfWater(X) locates in Y(dbo:Place)?,FALSE,SELECT ?X WHERE { ?X dbo:location Y.},Which dbo:Place(X) does Y(dbo:BodyOfWater) locate in?,FALSE,SELECT ?X WHERE { Y dbo:location ?X.}
locate_in_4,verb,locate,locates,located,in,IntransitivePPFrame,domain,range,5,dbo:country,dbo:Mountain,dbo:Country,mountain,mountains,country ,countries,What dbo:Mountain(X) locates in Y(dbo:Country)?,FALSE,SELECT ?X WHERE { ?X dbo:country Y.},Which dbo:Country(X) does Y(dbo:Mountain) locate in?,FALSE,SELECT ?X WHERE { Y dbo:country ?X.}
locate_in_5,verb,locate,locates,located,in,IntransitivePPFrame,domain,range,6,dbo:locatedInArea,dbo:Place,dbo:Place,place,places,place,places,What dbo:Place(X) locates in Y(dbo:Place)?,FALSE,SELECT ?X WHERE { ?X dbo:locatedInArea Y.},Which dbo:Place(X) does Y(dbo:Place) locate in?,FALSE,SELECT ?X WHERE { Y dbo:locatedInArea ?X.}
locate_in_6,verb,locate,locates,located,in,IntransitivePPFrame,domain,range,7,dbo:country,dbo:Settlement,dbo:Country,settlement,settlements,country ,countries,What dbo:Settlement(X) locates in Y(dbo:Country)?,FALSE,SELECT ?X WHERE { ?X dbo:country Y.},Which dbo:Country(X) does Y(dbo:Settlement) locate in?,FALSE,SELECT ?X WHERE { Y dbo:country ?X.}
locate_in_7,verb,locate,locates,located,in,IntransitivePPFrame,domain,range,8,dbo:country,dbo:BodyOfWater,dbo:Country,body of water,body of water,country ,countries,What dbo:BodyOfWater(X) locates in Y(dbo:Country)?,FALSE,SELECT ?X WHERE { ?X dbo:country Y.},Which dbo:Country(X) does Y(dbo:BodyOfWater) locate in?,FALSE,SELECT ?X WHERE { Y dbo:country ?X.}
locate_in_8,verb,locate,locates,located,in,IntransitivePPFrame,domain,range,1,dbo:location,dbo:Organisation,dbo:Place,organisation,organisations,place,places,What dbo:Organisation(X) locates in Y(dbo:Place)?,FALSE,SELECT ?X WHERE { ?X dbo:location Y.},Which dbo:Place(X) does Y(dbo:Organisation) locate in?,FALSE,SELECT ?X WHERE { Y dbo:location ?X.}
locate_in_9,verb,locate,locates,located,in,IntransitivePPFrame,domain,range,3,dbo:city,dbo:Airport,dbo:City,airport,airports,city,cities,What dbo:Airport(X) locates in Y(dbo:City)?,FALSE,SELECT ?X WHERE { ?X dbo:city Y.},Which dbo:City(X) does Y(dbo:Airport) locate in?,FALSE,SELECT ?X WHERE { Y dbo:city ?X.}
belong_to_1,verb,belong,belongs,belonged,to,IntransitivePPFrame,domain,range,3,dbp:album,dbo:Song,dbo:Album,song,songs,album,albums,What dbo:Song(X) belongs to Y(dbo:Album)?,FALSE,SELECT ?X WHERE { ?X dbp:album Y.},Which dbo:Album(X) does Y(dbo:Song) belong to?,FALSE,SELECT ?X WHERE { Y dbp:album ?X.}
belong_to_3,verb,belong,belongs,belonged,to,IntransitivePPFrame,domain,range,2,dbp:genre,dbo:Album,dbo:Genre,album,albums,genre,genres,What dbo:Album(X) belongs to Y(dbo:Genre)?,FALSE,SELECT ?X WHERE { ?X dbp:genre Y.},Which dbo:Genre(X) does Y(dbo:Album) belong to?,FALSE,SELECT ?X WHERE { Y dbp:genre ?X.}
belong_to_4,verb,belong,belongs,belonged,to,IntransitivePPFrame,domain,range,4,dbo:genre,dbo:Film,dbo:Genre,film,film,genre,genres,What dbo:Film(X) belongs to Y(dbo:Genre)?,FALSE,SELECT ?X WHERE { ?X dbo:genre Y.},Which dbo:Genre(X) does Y(dbo:Film) belong to?,FALSE,SELECT ?X WHERE { Y dbo:genre ?X.}
belong_to_6,verb,belong,belongs,belonged,to,IntransitivePPFrame,domain,range,6,dbp:party,dbo:Agent,dbo:PoliticalParty,agent,agents,politicalParty,politicalParties,What dbo:Agent(X) belongs to Y(dbo:PoliticalParty)?,FALSE,SELECT ?X WHERE { ?X dbp:party Y.},Which dbo:PoliticalParty(X) does Y(dbo:Agent) belong to?,FALSE,SELECT ?X WHERE { Y dbp:party ?X.}
belong_to_7,verb,belong,belongs,belonged,to,IntransitivePPFrame,domain,range,7,dbo:literaryGenre,dbo:WrittenWork,dbo:Genre,written work,written work,genre,genres,What dbo:WrittenWork(X) belongs to Y(dbo:Genre)?,FALSE,SELECT ?X WHERE { ?X dbo:literaryGenre Y.},Which dbo:Genre(X) does Y(dbo:WrittenWork) belong to?,FALSE,SELECT ?X WHERE { Y dbo:literaryGenre ?X.}
belong_to_8,verb,belong,belongs,belonged,to,IntransitivePPFrame,domain,range,8,dbo:mountainRange,dbo:Mountain,dbo:MountainRange,mountain,mountains,mountain range,mountain ranges,What dbo:Mountain(X) belongs to Y(dbo:MountainRange)?,FALSE,SELECT ?X WHERE { ?X dbo:mountainRange Y.},Which dbo:MountainRange(X) does Y(dbo:Mountain) belong to?,FALSE,SELECT ?X WHERE { Y dbo:mountainRange ?X.}
belong_to_9,verb,belong,belongs,belonged,to,IntransitivePPFrame,domain,range,9,dbo:genre,dbo:Band,dbo:Genre,band,bands,genre,genres,What dbo:Band(X) belongs to Y(dbo:Genre)?,FALSE,SELECT ?X WHERE { ?X dbo:genre Y.},Which dbo:Genre(X) does Y(dbo:Band) belong to?,FALSE,SELECT ?X WHERE { Y dbo:genre ?X.}
belong_to_10,verb,belong,belongs,belonged,to,IntransitivePPFrame,domain,range,10,dbo:bandMember,dbo:Person,dbo:Band,person,persons,band,bands,What dbo:Person(X) belongs to Y(dbo:Band)?,FALSE,SELECT ?X WHERE { ?X dbo:bandMember Y.},Which dbo:Band(X) does Y(dbo:Person) belong to?,FALSE,SELECT ?X WHERE { Y dbo:bandMember ?X.}
belong_to_11,verb,belong,belongs,belonged,to,IntransitivePPFrame,domain,range,11,dbo:genre,dbo:Software,dbo:Genre,software,softwares,genre,genres,What dbo:Software(X) belongs to Y(dbo:Genre)?,FALSE,SELECT ?X WHERE { ?X dbo:genre Y.},Which dbo:Genre(X) does Y(dbo:Software) belong to?,FALSE,SELECT ?X WHERE { Y dbo:genre ?X.}
belong_to_12,verb,belong,belongs,belonged,to,IntransitivePPFrame,domain,range,12,dbo:series,dbo:Software,owl:Thing,software,softwares,thing,things,What dbo:Software(X) belongs to Y(owl:Thing)?,FALSE,SELECT ?X WHERE { ?X dbo:series Y.},Which owl:Thing(X) does Y(dbo:Software) belong to?,FALSE,SELECT ?X WHERE { Y dbo:series ?X.}
belong_to_13,verb,belong,belongs,belonged,to,IntransitivePPFrame,domain,range,13,dbo:genre,dbo:Artist,dbo:Genre,artist,artists,genre,genres,What dbo:Artist(X) belongs to Y(dbo:Genre)?,FALSE,SELECT ?X WHERE { ?X dbo:genre Y.},Which dbo:Genre(X) does Y(dbo:Artist) belong to?,FALSE,SELECT ?X WHERE { Y dbo:genre ?X.}
belong_to_14,verb,belong,belongs,belonged,to,IntransitivePPFrame,domain,range,14,dbo:team,dbo:Person,dbo:SportsTeam,person,persons,sports team,sports teams,What dbo:Person(X) belongs to Y(dbo:SportsTeam)?,FALSE,SELECT ?X WHERE { ?X dbo:team Y.},Which dbo:SportsTeam(X) does Y(dbo:Person) belong to?,FALSE,SELECT ?X WHERE { Y dbo:team ?X.}
belong_to_15,verb,belong,belongs,belonged,to,IntransitivePPFrame,domain,range,15,dbo:subdivision,dbo:Settlement,dbo:Place,settlement,settlements,place,places,What dbo:Settlement(X) belongs to Y(dbo:Place)?,FALSE,SELECT ?X WHERE { ?X dbo:subdivision Y.},Which dbo:Place(X) does Y(dbo:Settlement) belong to?,FALSE,SELECT ?X WHERE { Y dbo:subdivision ?X.}
belong_to_17,verb,belong,belongs,belonged,to,IntransitivePPFrame,domain,range,17,dbo:architecturalStyle,dbo:ArchitecturalStructure,owl:Thing,architectural structure,architectural structures,thing,things,What dbo:ArchitecturalStructure(X) belongs to Y(owl:Thing)?,FALSE,SELECT ?X WHERE { ?X dbo:architecturalStyle Y.},Which owl:Thing(X) does Y(dbo:ArchitecturalStructure) belong to?,FALSE,SELECT ?X WHERE { Y dbo:architecturalStyle ?X.}
belong_to_18,verb,belong,belongs,belonged,to,IntransitivePPFrame,domain,range,18,dbo:formerTeam,dbo:Athlete,dbo:SportsTeam,athlete,athlete,sports team,sports teams,What dbo:Athlete(X) belongs to Y(dbo:SportsTeam)?,FALSE,SELECT ?X WHERE { ?X dbo:formerTeam Y.},Which dbo:SportsTeam(X) does Y(dbo:Athlete) belong to?,FALSE,SELECT ?X WHERE { Y dbo:formerTeam ?X.}
play_for_1,verb,play,plays,played,for,IntransitivePPFrame,domain,range,1,dbo:debutTeam,dbo:Athlete,dbo:SportsTeam,athlete,athlete,sports team,sports teams,What dbo:Athlete(X) plays for Y(dbo:SportsTeam)?,FALSE,SELECT ?X WHERE { ?X dbo:debutTeam Y.},Which dbo:SportsTeam(X) does Y(dbo:Athlete) play for?,FALSE,SELECT ?X WHERE { Y dbo:debutTeam ?X.}
study_at_1,verb,study,studies,studied,at,IntransitivePPFrame,domain,range,1,dbo:education,dbo:Person,dbo:EducationalInstitution,person,persons,educational institution,educational institutions,What dbo:Person(X) studies at Y(dbo:EducationalInstitution)?,FALSE,SELECT ?X WHERE { ?X dbo:education Y.},Which dbo:EducationalInstitution(X) does Y(dbo:Person) study at?,FALSE,SELECT ?X WHERE { Y dbo:education ?X.}
name_after_1,verb,name,named,named,after,IntransitivePPFrame,domain,range,1,dbo:namedAfter,dbo:Settlement,dbo:Agent,settlement,settlements,agent,agents,What dbo:Settlement(X) named after Y(dbo:Agent)?,FALSE,SELECT ?X WHERE { ?X dbo:namedAfter Y.},Which dbo:Agent(X) does Y(dbo:Settlement) name after?,FALSE,SELECT ?X WHERE { Y dbo:namedAfter ?X.}
currently_use_for_1,verb,currently use,currently uses,currently used,for,IntransitivePPFrame,domain,range,1,dbo:currentlyUsedFor,dbo:ArchitecturalStructure,xsd:string,architectural structure,architectural structures,-,-,What dbo:ArchitecturalStructure(X) currently uses for Y(xsd:string)?,FALSE,SELECT ?X WHERE { ?X dbo:currentlyUsedFor Y.},Which xsd:string(X) does Y(dbo:ArchitecturalStructure) currently use for?,FALSE,SELECT ?X WHERE { Y dbo:currentlyUsedFor ?X.}
initially_use_for_1,verb,initially use,initially uses,initially used,for,IntransitivePPFrame,domain,range,2,dbo:initiallyUsedFor,dbo:ArchitecturalStructure,xsd:string,architectural structure,architectural structures,-,-,What dbo:ArchitecturalStructure(X) initially uses for Y(xsd:string)?,FALSE,SELECT ?X WHERE { ?X dbo:initiallyUsedFor Y.},Which xsd:string(X) does Y(dbo:ArchitecturalStructure) initially use for?,FALSE,SELECT ?X WHERE { Y dbo:initiallyUsedFor ?X.}
originate_in_1,verb,originate,originates,originated,in,IntransitivePPFrame,domain,range,1,dbo:sourceCountry,dbo:Stream,dbo:Country,stream,streams,country,countries,What dbo:Stream(X) originates in Y(dbo:Country)?,FALSE,SELECT ?X WHERE { ?X dbo:sourceCountry Y.},Which dbo:Country(X) does Y(dbo:Stream) originate in?,FALSE,SELECT ?X WHERE { Y dbo:sourceCountry ?X.}
end_in_1,verb,end,ends,ended,in,IntransitivePPFrame,domain,range,1,dbo:mouthPlace,dbo:River,dbo:PopulatedPlace,river,rivers,populated place,populated places,What dbo:River(X) ends in Y(dbo:PopulatedPlace)?,FALSE,SELECT ?X WHERE { ?X dbo:mouthPlace Y.},Which dbo:PopulatedPlace(X) does Y(dbo:River) end in?,FALSE,SELECT ?X WHERE { Y dbo:mouthPlace ?X.}
end_in_2,verb,end,ends,ended,in,IntransitivePPFrame,domain,range,2,dbo:mouthCountry,dbo:River,dbo:Country,river,rivers,country,countries,What dbo:River(X) ends in Y(dbo:Country)?,FALSE,SELECT ?X WHERE { ?X dbo:mouthCountry Y.},Which dbo:Country(X) does Y(dbo:River) end in?,FALSE,SELECT ?X WHERE { Y dbo:mouthCountry ?X.}
be_from,verb,be,is,was,from,IntransitivePPFrame,domain,range,1,dbo:hometown,dbo:Agent,dbo:Settlement,agent,agents,settlement,settlements,What dbo:Agent(X) is from Y(dbo:Settlement)?,FALSE,SELECT ?X WHERE { ?X dbo:hometown Y.},Which dbo:Settlement(X) does Y(dbo:Agent) be from?,FALSE,SELECT ?X WHERE { Y dbo:hometown ?X.}
border_in_1,verb,border,borders,bordered,in,IntransitivePPFrame,domain,range,1,dbo:borderingstates,dbo:State,dbo:State,state,states,state,states,What dbo:State(X) borders in Y(dbo:State)?,FALSE,SELECT ?X WHERE { ?X dbo:borderingstates Y.},Which dbo:State(X) does Y(dbo:State) border in?,FALSE,SELECT ?X WHERE { Y dbo:borderingstates ?X.}
bury_in_1,verb,bury,buries,buried,in,IntransitivePPFrame,domain,range,1,dbp:burialPlace,dbo:Person,dbo:City,person,persons,city,cities,What dbo:Person(X) buries in Y(dbo:City)?,FALSE,SELECT ?X WHERE { ?X dbp:burialPlace Y.},Which dbo:City(X) does Y(dbo:Person) bury in?,FALSE,SELECT ?X WHERE { Y dbp:burialPlace ?X.}
bury_in_2,verb,bury,buries,buried,in,IntransitivePPFrame,domain,range,2,dbo:restingPlace,dbo:Person,dbo:Place,person,persons,place,places,-,FALSE,SELECT ?X WHERE { ?X dbo:restingPlace Y.},-,FALSE,SELECT ?X WHERE { Y dbo:restingPlace ?X.}
