"QALD id"	"match status"	"QALD question"	"QueGG question"	"QALD SPARQL query"	"QueGG SPARQL query"	"TP"	"FP"	"FN"	"Precision"	"Recall"	"F-Measure"
"61"	"0.6666666666666666"	"Wann endete die Ming-Dynastie?"	"""das Lage in Ming-Dynastie?"""	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?date
WHERE {  
        res:Ming_dynasty dbo:dissolutionDate ?date .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Ming_dynasty> <http://dbpedia.org/ontology/locatedInArea>  ?o    
}"""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"62"	"0.0"	"Liste alle Episoden der ersten Staffel der HBO-Fernsehserie Die Sopranos auf."		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	?uri dbo:series res:The_Sopranos  .
        ?uri dbo:seasonNumber 1 .
}"		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"63"	"0.9818181818181818"	"Was ist die Gesamteinwohnerzahl von Melbourne, Florida?"	"""was ist die Gesamteinwohnerzahl von Melbourne Florida?"""	"PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT ?uri 
WHERE { 
        <http://dbpedia.org/resource/Melbourne,_Florida> dbo:populationTotal ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Melbourne,_Florida> <http://dbpedia.org/ontology/populationTotal>  ?o    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"64"	"0.0"	"Hat Arnold Schwarzenegger eine Universität besucht?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK
WHERE {
        res:Arnold_Schwarzenegger dbo:almaMater ?x .
        ?x rdf:type dbo:University .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"65"	"0.6428571428571429"	"In welchem Land ist der Mount Everest?"	"""Welche Lage ist das Lage in Mount Everest?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
        res:Mount_Everest dbo:locatedInArea ?uri . 
        ?uri rdf:type dbo:Country .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Mount_Everest> <http://dbpedia.org/ontology/locatedInArea>  ?o    
}"""	"2.0"	"5.0"	"0.0"	"0.2857143"	"1.0"	"0.44444448"
"66"	"0.7948717948717948"	"Was ist die größte Stadt in Australien?"	"""was ist die Hauptstadt von Australien?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:Australia dbo:largestCity ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Australia> <http://dbpedia.org/ontology/capital>  ?o    
}"""	"0.0"	"1.0"	"1.0"	"0.0"	"0.0"	"0.0"
"67"	"0.58"	"Gib mir alle von der NASA betriebenen Startrampen."	"""Gib mir alle Kinder von Vereinigte Staaten"""	"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri 
WHERE { 
        ?uri rdf:type dbo:LaunchPad .  
        ?uri dbo:operator res:NASA . 
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/United_States> <http://dbpedia.org/ontology/child>  ?o    
}"""	"0.0"	"0.0"	"14.0"	"0.0"	"0.0"	"0.0"
"68"	"0.8"	"Wer ist der Bürgermeister von Tel Aviv?"	"""wer ist die B�rgermeister von Tel Aviv-Jaffa?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE { 
        res:Tel_Aviv dbo:leaderName ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Tel_Aviv> <http://dbpedia.org/ontology/mayor>  ?o    
}"""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"69"	"0.0"	"Liste alle Episoden der ersten Staffel der HBO-Fernsehserie Die Sopranos auf."		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
        ?uri dbo:series res:The_Sopranos  .
        ?uri dbo:seasonNumber 1 .
}"		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"70"	"1.0"	"Wer hat Batman erfunden?"	"""wer hat Batman erfunden?"""	"SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Batman> <http://dbpedia.org/ontology/creator> ?uri . } "	"""select  ?o    
{
    <http://dbpedia.org/resource/Batman> <http://dbpedia.org/ontology/creator>  ?o    
}"""	"2.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"71"	"0.6046511627906976"	"Wer hat Gus Fring in Breaking Bad gespielt?"	"""wer hat Gustavo Fring gespielt?"""	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Gus_Fring> <http://dbpedia.org/ontology/portrayer> ?uri . }"	"""select  ?o    
{
    <http://dbpedia.org/resource/Gus_Fring> <http://dbpedia.org/ontology/portrayer>  ?o    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"72"	"0.6792452830188679"	"In welcher Programmiersprache wurde GIMP geschrieben?"	"""in Welche Sprache ist GIMP geschrieben?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE { 
	res:GIMP dbo:programmingLanguage ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/GIMP> <http://dbpedia.org/ontology/programmingLanguage>  ?o    
}"""	"2.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"73"	"0.0"	"In welchem alten Reich konnte man mit Kakaobohnen bezahlen?"		"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/currency> <http://dbpedia.org/resource/Cocoa_bean> . }"		"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"
"74"	"0.7021276595744681"	"Wer ist der Herausgeber von Forbes?"	"""wer ist die Herausgeber von Forbes Zeitschrift?"""	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
        res:Forbes dbo:editor ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Forbes> <http://dbpedia.org/ontology/editor>  ?o    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"75"	"0.0"	"Wieviele Menschen leben in der Hauptstadt Australiens?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num 
WHERE {
        res:Australia dbo:capital ?x .
        ?x dbo:populationTotal ?num .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"76"	"0.0"	"Welche Profisurfer wurden in Australien geboren?"		"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbo:occupation res:Surfing .  
        ?uri dbo:birthPlace res:Australia . 
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"77"	"0.0"	"Welche Elektronikunternehmen wurden in Peking gegründet?"		"SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> . ?uri <http://dbpedia.org/ontology/industry> <http://dbpedia.org/resource/Electronics> . ?uri <http://dbpedia.org/ontology/foundationPlace> <http://dbpedia.org/resource/Beijing> . }"		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"78"	"0.5892857142857143"	"Gib mir alle Videospiele von Mean Hamster Software."	"""Gib mir alle Vizepr�sidenten von Diana Princess of Wales"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
      ?uri rdf:type dbo:VideoGame .
      ?uri dbo:publisher res:Mean_Hamster_Software . 
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Diana,_Princess_of_Wales> <http://dbpedia.org/ontology/vicePresident>  ?o    
}"""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"79"	"0.0"	"Wieviele Aldi-Filialen gibt es?"		"SELECT DISTINCT ?number WHERE {  <http://dbpedia.org/resource/Aldi> <http://dbpedia.org/ontology/numberOfLocations> ?number . } "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"80"	"1.0"	"Was ist die Hauptstadt von Kamerun?"	"""was ist die Hauptstadt von Kamerun?"""	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Cameroon> <http://dbpedia.org/ontology/capital> ?uri. } "	"""select  ?o    
{
    <http://dbpedia.org/resource/Cameroon> <http://dbpedia.org/ontology/capital>  ?o    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"81"	"0.0"	"Gibt es ein Videospiel, das Battle Chess heißt?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
ASK 
WHERE {
	?uri rdf:type dbo:VideoGame .
        ?uri rdfs:label 'Battle Chess'@en .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"82"	"0.0"	"Hieß die Frau von Präsident Lincoln Mary?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
ASK 
WHERE {
        res:Abraham_Lincoln dbo:spouse ?spouse .
        ?spouse rdfs:label ?name .
        FILTER(regex(?name,'Mary')) 
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"83"	"0.0"	"Gib mir alle Filme, bei denen Francis Ford Coppola Regie geführt hat."		"SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> .  ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Francis_Ford_Coppola> . } "		"0.0"	"0.0"	"33.0"	"0.0"	"0.0"	"0.0"
"84"	"0.0"	"Welcher von Tim Burtons Filmen hatte das höchste Budget?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbo:director res:Tim_Burton .
        ?uri dbo:budget ?b .
}
ORDER BY ?b
OFFSET 0 LIMIT 1"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"85"	"0.0"	"Hat Breaking Bad mehr Episoden als Game of Thrones?"		"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
ASK 
WHERE { 
        res:Breaking_Bad dbo:numberOfEpisodes ?x . 
        res:Game_of_Thrones dbo:numberOfEpisodes ?y . 
        FILTER (?y > ?x) 
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"86"	"0.5666666666666667"	"Wer wurde Rodzilla genannt?"	"""Wo wurde Graf Dracula gewohnt?"""	"PREFIX dbp: <http://dbpedia.org/property/> 
SELECT DISTINCT ?uri 
WHERE { 
         ?uri dbp:nickname ""Rodzilla""@en .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Count_Dracula> <http://dbpedia.org/ontology/residence>  ?o    
}"""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"87"	"0.0"	"Wurde Natalie Portman in den Vereinigten Staaten geboren?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE { 
	res:Natalie_Portman dbo:birthPlace ?city .
      	?city dbo:country res:United_States .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"88"	"0.0"	"Gib mir die Enkel von Elvis Presley."		"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Elvis_Presley> <http://dbpedia.org/ontology/child> ?child . ?child <http://dbpedia.org/ontology/child> ?uri . }"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"89"	"0.0"	"Bei welchen Filmen, in denen Mickey Rourke mitspielt, hat Guy Ritchie Regie geführt?"		"SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Mickey_Rourke> . ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Guy_Ritchie> . } "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"90"	"0.0"	"Wann ist Draculas Schöpfer gestorben?"		"SELECT DISTINCT ?date WHERE {  <http://dbpedia.org/resource/Count_Dracula> <http://dbpedia.org/ontology/creator> ?x .  ?x <http://dbpedia.org/ontology/deathDate> ?date . } "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"91"	"0.0"	"Aus welchem Land kommt der Erfinder von Nijntje?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:Miffy dbo:creator ?x .
	?x dbo:nationality ?uri .
}"		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"92"	"0.0"	"Was ist Batmans richtiger Name?"		"SELECT DISTINCT ?s WHERE { <http://dbpedia.org/resource/Batman> <http://dbpedia.org/property/alterEgo> ?s . }"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"93"	"0.7714285714285715"	"Welche Regierungsform hat Russland?"	"""die Regierungsform von Russland?"""	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Russia> <http://dbpedia.org/ontology/governmentType> ?uri . } "	"""select  ?o    
{
    <http://dbpedia.org/resource/Russia> <http://dbpedia.org/ontology/governmentType>  ?o    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"94"	"0.0"	"Wieviele Firmen hat der Gründer von Facebook gegründet?"		"SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Facebook> <http://dbpedia.org/ontology/foundedBy> ?uri .  ?uri <http://dbpedia.org/ontology/foundedBy> ?uri . } "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"95"	"0.0"	"Gib mir alle kanadischen Grunge-Plattenfirmen."		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
	?uri rdf:type dbo:RecordLabel .
        ?uri dbo:genre res:Grunge .
        ?uri dbo:country res:Canada .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"96"	"0.7"	"Wieviele Kinder hatte Benjamin Franklin?"	"""wer sind Kinder von Benjamin Franklin?"""	"SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Benjamin_Franklin> <http://dbpedia.org/ontology/child> ?uri . } "	"""select  ?o    
{
    <http://dbpedia.org/resource/Benjamin_Franklin> <http://dbpedia.org/ontology/child>  ?o    
}"""	"0.0"	"3.0"	"1.0"	"0.0"	"0.0"	"0.0"
"97"	"0.9767441860465116"	"Liste die Kinder von Margaret Thatcher auf."	"""Liste die Kinder von Margaret Thatcher auf"""	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
	res:Margaret_Thatcher dbo:child ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Margaret_Thatcher> <http://dbpedia.org/ontology/child>  ?o    
}"""	"2.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"98"	"0.0"	"Aus welcher Region ist der Melon de Bourgogne?"		"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri
WHERE {
        res:Melon_de_Bourgogne dbo:wineRegion ?uri .
}"		"0.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"
"99"	"0.0"	"Wer ist das älteste Kind von Meryl Streep?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE { 
        res:Meryl_Streep dbo:child ?uri . 
        ?uri dbo:birthDate ?d .
}
ORDER BY ASC(?d)
OFFSET 0 LIMIT 1"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"100"	"0.0"	"Sind Laubfrösche Amphibien?"		"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
ASK 
WHERE { 
        res:Hylidae dbo:class res:Amphibian . 
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"101"	"0.0"	"Spielt Christian Bale in Velvet Goldmine mit?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK
WHERE {
        res:Velvet_Goldmine dbo:starring res:Christian_Bale .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"102"	"0.8333333333333334"	"Liste alle Spiele von GMT auf."	"""Liste alle Spiele von Aldi auf"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {	
        ?uri dbo:publisher res:GMT_Games .
}"	"""select  ?s    
{
   ?s <http://dbpedia.org/ontology/publisher>  <http://dbpedia.org/resource/Aldi>    
}"""	"0.0"	"0.0"	"8.0"	"0.0"	"0.0"	"0.0"
"103"	"0.0"	"Fließt die Isar in einen See?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK
WHERE {
        ?x dbo:inflow res:Isar .
        ?x rdf:type dbo:Lake . 
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"104"	"0.0"	"Welche Flughäfen fliegt Yeti Airlines an?"		"SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Yeti_Airlines> <http://dbpedia.org/ontology/targetAirport> ?uri . }"		"0.0"	"0.0"	"5.0"	"0.0"	"0.0"	"0.0"
"105"	"0.0"	"Welches indische Unternehmen hat die meisten Angestellten?"		"SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> . ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/India> . ?uri <http://dbpedia.org/ontology/numberOfEmployees> ?n . } ORDER BY DESC(?n) OFFSET 0 LIMIT 1"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"106"	"0.0"	"Welche Farbe steht für Loyalität?"		"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/connotation> <http://dbpedia.org/resource/Loyalty> . }"		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"107"	"0.5952380952380952"	"Welche Stadt hat die meisten Einwohner?"	"""Welche Stadt ist die Hauptstadt von Polen?"""	"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
         ?uri rdf:type dbo:City . 
         ?uri dbo:populationTotal ?pop . 
}
ORDER BY DESC(?pop)
OFFSET 0 LIMIT 1"	"""select  ?o    
{
    <http://dbpedia.org/resource/Poland> <http://dbpedia.org/ontology/capital>  ?o    
}"""	"0.0"	"1.0"	"1.0"	"0.0"	"0.0"	"0.0"
"108"	"0.9642857142857143"	"Wer hat Wikipedia gegründet?"	"""wer hat Wikipedia gegr�ndet?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
	res:Wikipedia dbo:author ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Wikipedia> <http://dbpedia.org/ontology/author>  ?o    
}"""	"2.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"109"	"0.0"	"Ist Rita Wilson die Frau von Tom Hanks?"		"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
ASK 
WHERE { 
        res:Tom_Hanks dbo:spouse res:Rita_Wilson . 
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"110"	"0.0"	"Heißt die Frau von Präsident Obama Michelle?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
ASK 
WHERE {
        res:Barack_Obama dbo:spouse ?spouse .
        ?spouse rdfs:label ?name .
        FILTER(regex(?name,'Michelle')) 
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"111"	"0.0"	"Wieviele ethnische Gruppen leben in Slovenien?"		"SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Slovenia> <http://dbpedia.org/ontology/ethnicGroup> ?uri . } "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"112"	"0.0"	"Wer ist der Präsident von Eritrea?"		"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Eritrea> <http://dbpedia.org/ontology/leader> ?uri . <http://dbpedia.org/resource/Eritrea> <http://dbpedia.org/ontology/leaderTitle> 'President'@en . }  "		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"113"	"0.5818181818181818"	"Bei wievielen Filmen hat Stanley Kubrick Regie geführt?"	"""Wieviel hat Stanley Kubrick verheiratet?"""	"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Stanley_Kubrick> . }"	"""select  ?o    
{
    <http://dbpedia.org/resource/Stanley_Kubrick> <http://dbpedia.org/ontology/spouse>  ?o    
}"""	"0.0"	"0.0"	"16.0"	"0.0"	"0.0"	"0.0"
"114"	"0.9210526315789473"	"Wann wurde die Titanic fertiggestellt?"	"""Wann wurde RMS Titanic fertiggestellt?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?date
WHERE { 
        res:RMS_Titanic dbo:completionDate ?date . 
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/RMS_Titanic> <http://dbpedia.org/ontology/buildingEndDate>  ?o    
}"""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"115"	"0.6666666666666666"	"Wieviele Seiten hat Krieg und Frieden?"	"""Welcher Person malte Krieg und Frieden?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?n
WHERE {
        res:War_and_Peace dbo:numberOfPages ?n .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/War_and_Peace> <http://dbpedia.org/property/artist>  ?o    
}"""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"116"	"0.0"	"Wer ist der jüngste Spieler in der Premier League?"		"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbo:team ?x . 
        ?x dbo:league res:Premier_League . 
        ?uri dbo:birthDate ?y . 
} 
ORDER BY DESC(?y) 
OFFSET 0 LIMIT 1"		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"117"	"0.0"	"Was ist der höchste Berg in Italien?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
        ?uri rdf:type dbo:Mountain .
        ?uri dbo:locatedInArea res:Italy .
        ?uri dbo:elevation ?num .
}
ORDER BY DESC(?num)
OFFSET 0 LIMIT 1"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"118"	"0.7666666666666667"	"Wie groß ist Claudia Schiffer?"	"""die Frau von Claudia Schiffer?"""	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?height 
WHERE {       
        res:Claudia_Schiffer dbo:height ?height .      
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Claudia_Schiffer> <http://dbpedia.org/ontology/spouse>  ?o    
}"""	"0.0"	"1.0"	"1.0"	"0.0"	"0.0"	"0.0"
"119"	"0.9375"	"Wer war der Vizepräsident unter John F. Kennedy?"	"""wer war die Vizepr�sident unter John F. Kennedy?"""	"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { res:John_F._Kennedy dbo:vicePresident ?uri . 
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/John_F._Kennedy> <http://dbpedia.org/ontology/vicePresident>  ?o    
}"""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"120"	"0.0"	"Welche Tochtergesellschaft von Lufthansa fliegt sowohl Dortmund als auch Berlin Tegel an?"		"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri 
WHERE {
        res:Lufthansa dbo:subsidiary ?uri .
        ?uri dbo:targetAirport res:Dortmund_Airport .
        ?uri dbo:targetAirport res:Berlin_Tegel_Airport .
}"		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"121"	"0.9534883720930233"	"Wer war der Nachfolger von John F. Kennedy?"	"""wer war die Nachfolger von John F. Kennedy?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:John_F._Kennedy dbo:successor ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/John_F._Kennedy> <http://dbpedia.org/ontology/successor>  ?o    
}"""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"122"	"0.5535714285714286"	"Wer hat den Soundtrack für Camerons Titanic geschrieben?"	"""Welcher Person hat Titanic geschrieben?"""	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Titanic_(1997_film)> <http://dbpedia.org/ontology/musicComposer> ?uri . } "	"""select  ?o    
{
    <http://dbpedia.org/resource/Titanic_(1997_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
