id,question,sparql,answer,answer,frame
1351,Qual è il luogo di nascita di Bara Mamadou Ndiaye?,select  ?o    {    <http://dbpedia.org/resource/Bara_Mamadou_Ndiaye> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Tivaouane,Tivaouane,NPP
1352,Qual era il luogo di nascita di Barack Obama?,select  ?o    {    <http://dbpedia.org/resource/Barack_Obama> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Honolulu,Honolulu,NPP
1353,Qual è il luogo di nascita di Barack Obama?,select  ?o    {    <http://dbpedia.org/resource/Barack_Obama> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Honolulu,Honolulu,NPP
1354,Qual era il luogo di nascita di Barak Levi?,select  ?o    {    <http://dbpedia.org/resource/Barak_Levi> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Israel,Israele,NPP
1355,Qual è il luogo di nascita di Barak Levi?,select  ?o    {    <http://dbpedia.org/resource/Barak_Levi> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Israel,Israele,NPP
1356,Qual era il luogo di nascita di Barak Itzhaki?,select  ?o    {    <http://dbpedia.org/resource/Barak_Yitzhaki> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Israel,Israele,NPP
1357,Qual è il luogo di nascita di Barak Itzhaki?,select  ?o    {    <http://dbpedia.org/resource/Barak_Yitzhaki> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Israel,Israele,NPP
1358,Qual era il luogo di nascita di Barakat Al-Harthi?,select  ?o    {    <http://dbpedia.org/resource/Barakat_Al-Harthi> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Oman,Oman,NPP
1359,Qual è il luogo di nascita di Barakat Al-Harthi?,select  ?o    {    <http://dbpedia.org/resource/Barakat_Al-Harthi> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Oman,Oman,NPP
1360,Qual era il luogo di nascita di Baran Kosari?,select  ?o    {    <http://dbpedia.org/resource/Baran_Kosari> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Iran,Iran,NPP
1361,Qual è il luogo di nascita di Baran Kosari?,select  ?o    {    <http://dbpedia.org/resource/Baran_Kosari> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Iran,Iran,NPP
1362,Qual era il luogo di nascita di Baran bo Odar?,select  ?o    {    <http://dbpedia.org/resource/Baran_bo_Odar> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Olten,Olten,NPP
1363,Qual è il luogo di nascita di Baran bo Odar?,select  ?o    {    <http://dbpedia.org/resource/Baran_bo_Odar> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Olten,Olten,NPP
1364,Qual era il luogo di nascita di Barat Shakinskaya?,select  ?o    {    <http://dbpedia.org/resource/Barat_Shakinskaya> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Shusha,Şuşa,NPP
1365,Qual è il luogo di nascita di Barat Shakinskaya?,select  ?o    {    <http://dbpedia.org/resource/Barat_Shakinskaya> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Shusha,Şuşa,NPP
1366,Qual era il luogo di nascita di Barbados Joe Walcott?,select  ?o    {    <http://dbpedia.org/resource/Barbados_Joe_Walcott> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/British_Guiana,Guyana britannica,NPP
1367,Qual è il luogo di nascita di Barbados Joe Walcott?,select  ?o    {    <http://dbpedia.org/resource/Barbados_Joe_Walcott> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/British_Guiana,Guyana britannica,NPP
1368,Qual era il luogo di nascita di Barbara-Rose Collins?,select  ?o    {    <http://dbpedia.org/resource/Barbara-Rose_Collins> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Detroit,Detroit,NPP
1369,Qual è il luogo di nascita di Barbara-Rose Collins?,select  ?o    {    <http://dbpedia.org/resource/Barbara-Rose_Collins> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Detroit,Detroit,NPP
1370,Qual era il luogo di nascita di Barbara Acklin?,select  ?o    {    <http://dbpedia.org/resource/Barbara_Acklin> <http://dbpedia.org/ontology/birthPlace>  ?o    },"http://dbpedia.org/resource/Oakland,_California",Oakland,NPP
1371,Qual è il luogo di nascita di Barbara Acklin?,select  ?o    {    <http://dbpedia.org/resource/Barbara_Acklin> <http://dbpedia.org/ontology/birthPlace>  ?o    },"http://dbpedia.org/resource/Oakland,_California",Oakland,NPP
1372,Qual era il luogo di nascita di Barbara Adams?,select  ?o    {    <http://dbpedia.org/resource/Barbara_Adams_(Egyptologist)> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/England,Inghilterra,NPP
1373,Qual è il luogo di nascita di Barbara Adams?,select  ?o    {    <http://dbpedia.org/resource/Barbara_Adams_(Egyptologist)> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/England,Inghilterra,NPP
1375,il luogo di nascita di Balraj Sahni,select  ?o    {    <http://dbpedia.org/resource/Balraj_Sahni> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Pakistan,Pakistan,NPP
1376,il luogo di nascita di Balram Jakhar,select  ?o    {    <http://dbpedia.org/resource/Balram_Jakhar> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Punjab_Province_(British_India),Provincia del Punjab (India britannica),NPP
1377,il luogo di nascita di Baltacı Mehmed Pascià,select  ?o    {    <http://dbpedia.org/resource/Baltacı_Mehmet_Pasha> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Ottoman_Empire,Sublime porta,NPP
1378,il luogo di nascita di Baltasar Albéniz,select  ?o    {    <http://dbpedia.org/resource/Baltasar_Albéniz> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Spain,Spagna,NPP
1379,il luogo di nascita di Baltasar Brum,select  ?o    {    <http://dbpedia.org/resource/Baltasar_Brum> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Artigas_Department,Dipartimento di Artigas,NPP
1380,il luogo di nascita di Baltasar Garzón,select  ?o    {    <http://dbpedia.org/resource/Baltasar_Garzón> <http://dbpedia.org/ontology/birthPlace>  ?o    },"http://dbpedia.org/resource/Torres,_Jaén",Torres (Spagna),NPP
1381,il luogo di nascita di Baltasar Gracián,select  ?o    {    <http://dbpedia.org/resource/Baltasar_Gracián> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Spain,Spagna,NPP
1382,il luogo di nascita di Baltasar Hidalgo de Cisneros,select  ?o    {    <http://dbpedia.org/resource/Baltasar_Hidalgo_de_Cisneros> <http://dbpedia.org/ontology/birthPlace>  ?o    },"http://dbpedia.org/resource/Cartagena,_Spain",Cartagena (Spagna),NPP
1383,il luogo di nascita di Baltasar Kormákur,select  ?o    {    <http://dbpedia.org/resource/Baltasar_Kormákur> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Reykjavík,Reykjavík,NPP
1384,il luogo di nascita di Baltasar Lopes da Silva,select  ?o    {    <http://dbpedia.org/resource/Baltasar_Lopes_da_Silva> <http://dbpedia.org/ontology/birthPlace>  ?o    },"http://dbpedia.org/resource/São_Nicolau,_Cape_Verde",São Nicolau (Capo Verde),NPP
1385,il luogo di nascita di Oswaldo Silva,select  ?o    {    <http://dbpedia.org/resource/Baltazar_(footballer)> <http://dbpedia.org/ontology/birthPlace>  ?o    },"http://dbpedia.org/resource/Santos,_São_Paulo",Santos,NPP
1386,il luogo di nascita di Baltazar Enrique Porras Cardozo,select  ?o    {    <http://dbpedia.org/resource/Baltazar_Enrique_Porras_Cardozo> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Venezuela,Venezuela,NPP
1387,il luogo di nascita di Baltazar Maria de Morais Júnior,select  ?o    {    <http://dbpedia.org/resource/Baltazar_Maria_de_Morais_Júnior> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Goiânia,Goiânia,NPP
1388,il luogo di nascita di Baltazar Mathias Keilhau,select  ?o    {    <http://dbpedia.org/resource/Baltazar_Mathias_Keilhau> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Gjøvik,Gjøvik,NPP
1389,il luogo di nascita di Baltemar Brito,select  ?o    {    <http://dbpedia.org/resource/Baltemar_Brito> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Recife,Recife,NPP
1390,il luogo di nascita di Baldassarre di Turingia,"select  ?o    {    <http://dbpedia.org/resource/Balthasar,_Landgrave_of_Thuringia> <http://dbpedia.org/ontology/birthPlace>  ?o    }",http://dbpedia.org/resource/Weißenfels,Weißenfels,NPP
1391,il luogo di nascita di Johann Balthasar Neumann,select  ?o    {    <http://dbpedia.org/resource/Balthasar_Neumann> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Cheb,Cheb,NPP
1392,il luogo di nascita di Balthasar van der Pol,select  ?o    {    <http://dbpedia.org/resource/Balthasar_van_der_Pol> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Utrecht,Utrecht,NPP
1393,il luogo di nascita di Balthazar De Beuckelaer,select  ?o    {    <http://dbpedia.org/resource/Balthazar_De_Beukelaer> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Antwerp,Anversa,NPP
1394,il luogo di nascita di Balthazar Getty,select  ?o    {    <http://dbpedia.org/resource/Balthazar_Getty> <http://dbpedia.org/ontology/birthPlace>  ?o    },"http://dbpedia.org/resource/Tarzana,_Los_Angeles",Tarzana,NPP
1395,il luogo di nascita di Baltzar von Platen,select  ?o    {    <http://dbpedia.org/resource/Baltzar_von_Platen_(statesman)> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Rügen,Rügen,NPP
1396,il luogo di nascita di Balu Mahendra,select  ?o    {    <http://dbpedia.org/resource/Balu_Mahendra> <http://dbpedia.org/ontology/birthPlace>  ?o    },"http://dbpedia.org/resource/Eastern_Province,_Sri_Lanka",Provincia Orientale (Sri Lanka),NPP
1397,il luogo di nascita di Balufu Bakupa-Kanyinda,select  ?o    {    <http://dbpedia.org/resource/Balufu_Bakupa-Kanyinda> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Kinshasa,Kinshasa,NPP
1398,il luogo di nascita di Balwant Singh,select  ?o    {    <http://dbpedia.org/resource/Balwant_Singh_(footballer)> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/India_national_football_team,Nazionale di calcio dell'India,NPP
1399,il luogo di nascita di Balázs Baji,select  ?o    {    <http://dbpedia.org/resource/Balázs_Baji> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Hungary,Ungheria,NPP
1400,il luogo di nascita di Balázs Balogh,"select  ?o    {    <http://dbpedia.org/resource/Balázs_Balogh_(footballer,_born_1990)> <http://dbpedia.org/ontology/birthPlace>  ?o    }",http://dbpedia.org/resource/Hungary,Ungheria,NPP
1401,il luogo di nascita di Balázs Borbély,select  ?o    {    <http://dbpedia.org/resource/Balázs_Borbély> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Dunajská_Streda,Dunajská Streda,NPP
1402,il luogo di nascita di Balázs Dzsudzsák,select  ?o    {    <http://dbpedia.org/resource/Balázs_Dzsudzsák> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Hungary_national_football_team,Nazionale di calcio dell'Ungheria,NPP
1403,il luogo di nascita di Balázs Farkas,select  ?o    {    <http://dbpedia.org/resource/Balázs_Farkas> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Nyíregyháza,Nyíregyháza,NPP
1404,il luogo di nascita di Balázs Hárai,select  ?o    {    <http://dbpedia.org/resource/Balázs_Hárai> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Hungary,Ungheria,NPP
1405,il luogo di nascita di Balázs Kiss (martellista),select  ?o    {    <http://dbpedia.org/resource/Balázs_Kiss> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Hungary,Ungheria,NPP
1406,il luogo di nascita di Balázs Kiss (lottatore),select  ?o    {    <http://dbpedia.org/resource/Balázs_Kiss_(wrestler)> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Hungary,Ungheria,NPP
1407,il luogo di nascita di Balázs Lengyel,select  ?o    {    <http://dbpedia.org/resource/Balázs_Lengyel> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Budapest,Budapest,NPP
1408,il luogo di nascita di Balázs Megyeri,select  ?o    {    <http://dbpedia.org/resource/Balázs_Megyeri> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Hungary_national_football_team,Nazionale di calcio dell'Ungheria,NPP
1409,il luogo di nascita di Balázs Molnár,select  ?o    {    <http://dbpedia.org/resource/Balázs_Molnár> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Hungary,Ungheria,NPP
1410,il luogo di nascita di Balázs Nikolov,select  ?o    {    <http://dbpedia.org/resource/Balázs_Nikolov> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Hungary,Ungheria,NPP
1411,il luogo di nascita di Balázs Németh,select  ?o    {    <http://dbpedia.org/resource/Balázs_Németh> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Hungary,Ungheria,NPP
1412,il luogo di nascita di Balázs Rabóczki,select  ?o    {    <http://dbpedia.org/resource/Balázs_Rabóczki> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Hungary,Ungheria,NPP
1413,il luogo di nascita di Balázs Taróczy,select  ?o    {    <http://dbpedia.org/resource/Balázs_Taróczy> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Budapest,Budapest,NPP
1414,il luogo di nascita di Balázs Tóth,"select  ?o    {    <http://dbpedia.org/resource/Balázs_Tóth_(footballer,_born_1981)> <http://dbpedia.org/ontology/birthPlace>  ?o    }",http://dbpedia.org/resource/Hungary,Ungheria,NPP
1415,il luogo di nascita di Bam Margera,select  ?o    {    <http://dbpedia.org/resource/Bam_Margera> <http://dbpedia.org/ontology/birthPlace>  ?o    },"http://dbpedia.org/resource/West_Chester,_Pennsylvania",West Chester (Pennsylvania),NPP
1416,il luogo di nascita di Bam Neely,select  ?o    {    <http://dbpedia.org/resource/Bam_Neely> <http://dbpedia.org/ontology/birthPlace>  ?o    },"http://dbpedia.org/resource/Robbinsdale,_Minnesota",Robbinsdale,NPP
1417,il luogo di nascita di Bamba Drissa,select  ?o    {    <http://dbpedia.org/resource/Bamba_Drissa> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Ivory_Coast,Costa d'Avorio,NPP
1418,il luogo di nascita di Bamba Fall,select  ?o    {    <http://dbpedia.org/resource/Bamba_Fall> <http://dbpedia.org/ontology/birthPlace>  ?o    },"http://dbpedia.org/resource/Saint-Louis,_Senegal",Saint-Louis (Senegal),NPP
1419,il luogo di nascita di Bambale Osby,select  ?o    {    <http://dbpedia.org/resource/Bambale_Osby> <http://dbpedia.org/ontology/birthPlace>  ?o    },"http://dbpedia.org/resource/Richmond,_Virginia",Richmond (Virginia),NPP
1420,il luogo di nascita di Bambang Pamungkas,select  ?o    {    <http://dbpedia.org/resource/Bambang_Pamungkas> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Indonesia_national_football_team,Nazionale di calcio dell'Indonesia,NPP
1421,il luogo di nascita di Bamir Topi,select  ?o    {    <http://dbpedia.org/resource/Bamir_Topi> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/People's_Socialist_Republic_of_Albania,Repubblica Popolare Socialista d'Albania,NPP
1422,il luogo di nascita di Ban Gu,select  ?o    {    <http://dbpedia.org/resource/Ban_Gu> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Han_dynasty,Dinastia Han,NPP
1423,il luogo di nascita di Ban Johnson,select  ?o    {    <http://dbpedia.org/resource/Ban_Johnson> <http://dbpedia.org/ontology/birthPlace>  ?o    },"http://dbpedia.org/resource/Norwalk,_Ohio",Norwalk (Ohio),NPP
1424,il luogo di nascita di Ban Ki-moon,select  ?o    {    <http://dbpedia.org/resource/Ban_Ki-moon> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Korea_under_Japanese_rule,Corea sotto il dominio giapponese,NPP
1425,il luogo di nascita di Yaya Banana,select  ?o    {    <http://dbpedia.org/resource/Banana_Yaya> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Maroua,Maroua,NPP
1426,il luogo di nascita di Banana Yoshimoto,select  ?o    {    <http://dbpedia.org/resource/Banana_Yoshimoto> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Tokyo,Tokyo,NPP
1427,il luogo di nascita di Bandō Mitsugorō VIII,select  ?o    {    <http://dbpedia.org/resource/Bandō_Mitsugorō_VIII> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Tokyo,Tokyo,NPP
1428,il luogo di nascita di Bang Yong-guk,select  ?o    {    <http://dbpedia.org/resource/Bang_Yong-guk> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Seoul,Seul,NPP
1429,il luogo di nascita di Bangaly Fofana,select  ?o    {    <http://dbpedia.org/resource/Bangaly_Fofana> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Paris,Parigi,NPP
1430,il luogo di nascita di Benkali Kaba,select  ?o    {    <http://dbpedia.org/resource/Bangaly_Kaba> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Dakar,Dakar,NPP
1431,il luogo di nascita di Banharn Silpa-archa,select  ?o    {    <http://dbpedia.org/resource/Banharn_Silpa-archa> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Suphan_Buri_Province,Provincia di Suphanburi,NPP
1432,il luogo di nascita di Bani Lozano,select  ?o    {    <http://dbpedia.org/resource/Bani_Lozano> <http://dbpedia.org/ontology/birthPlace>  ?o    },"http://dbpedia.org/resource/Arenal,_Yoro",Arenal (Honduras),NPP
1433,il luogo di nascita di Banine,select  ?o    {    <http://dbpedia.org/resource/Banine> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Russian_Empire,Impero russo,NPP
1434,il luogo di nascita di Saido Indjai,select  ?o    {    <http://dbpedia.org/resource/Banjai> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Bissau,Bissau,NPP
1435,il luogo di nascita di Banjong Pisanthanakun,select  ?o    {    <http://dbpedia.org/resource/Banjong_Pisanthanakun> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Thailand,Thailandia,NPP
1436,il luogo di nascita di Banjō Ginga,select  ?o    {    <http://dbpedia.org/resource/Banjō_Ginga> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Kōfu,Kōfu,NPP
1437,il luogo di nascita di Bankim Chandra Chatterji,select  ?o    {    <http://dbpedia.org/resource/Bankim_Chandra_Chatterjee> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/India,India,NPP
1438,il luogo di nascita di Banksy,select  ?o    {    <http://dbpedia.org/resource/Banksy> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Bristol,Bristol (contea di Dane),NPP
1439,il luogo di nascita di Banner Johnstone,select  ?o    {    <http://dbpedia.org/resource/Banner_Johnstone> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Bebington,Bebington,NPP
1440,il luogo di nascita di Banyen Rakkaen,select  ?o    {    <http://dbpedia.org/resource/Banyen_Rakgan> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Isan,Thailandia del Nordest,NPP
1441,il luogo di nascita di Bao Xishun,select  ?o    {    <http://dbpedia.org/resource/Bao_Xishun> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Chifeng,Chifeng,NPP
1442,il luogo di nascita di Bao Yingying,select  ?o    {    <http://dbpedia.org/resource/Bao_Yingying> <http://dbpedia.org/ontology/birthPlace>  ?o    },"http://dbpedia.org/resource/Qidong,_Jiangsu",Qidong,NPP
1443,il luogo di nascita di Bap Kennedy,select  ?o    {    <http://dbpedia.org/resource/Bap_Kennedy> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Northern_Ireland,Irlanda del Nord,NPP
1444,il luogo di nascita di Bappi Lahiri,select  ?o    {    <http://dbpedia.org/resource/Bappi_Lahiri> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/India,India,NPP
1445,il luogo di nascita di Bapsi Sidhwa,select  ?o    {    <http://dbpedia.org/resource/Bapsi_Sidhwa> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Pakistan,Pakistan,NPP
1446,il luogo di nascita di Baptiste Aloé,select  ?o    {    <http://dbpedia.org/resource/Baptiste_Aloé> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/La_Ciotat,La Ciotat,NPP
1447,il luogo di nascita di Baptiste Buntschu,select  ?o    {    <http://dbpedia.org/resource/Baptiste_Buntschu> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Switzerland,Svizzera,NPP
1448,il luogo di nascita di Baptiste Geiler,select  ?o    {    <http://dbpedia.org/resource/Baptiste_Geiler> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/France,Franca (San Paolo),NPP
1449,il luogo di nascita di Baptiste Giabiconi,select  ?o    {    <http://dbpedia.org/resource/Baptiste_Giabiconi> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Marignane,Marignane,NPP
1450,il luogo di nascita di Baptiste Martin,select  ?o    {    <http://dbpedia.org/resource/Baptiste_Martin> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Troyes,Troyes,NPP
1451,il luogo di nascita di Baptiste Planckaert,select  ?o    {    <http://dbpedia.org/resource/Baptiste_Planckaert> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Kortrijk,Courtrai,NPP
1452,il luogo di nascita di Baptiste Reynet,select  ?o    {    <http://dbpedia.org/resource/Baptiste_Reynet> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Romans-sur-Isère,Romans-sur-Isère,NPP
1453,il luogo di nascita di Barebreo,select  ?o    {    <http://dbpedia.org/resource/Bar_Hebraeus> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Malatya,Arslantepe,NPP
1454,il luogo di nascita di Bar Paly,select  ?o    {    <http://dbpedia.org/resource/Bar_Paly> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Russian_Soviet_Federative_Socialist_Republic,Repubblica Socialista Federativa Sovietica Russa,NPP
1455,il luogo di nascita di Bar Refaeli,select  ?o    {    <http://dbpedia.org/resource/Bar_Refaeli> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Israel,Israele,NPP
1456,il luogo di nascita di Bara Mamadou Ndiaye,select  ?o    {    <http://dbpedia.org/resource/Bara_Mamadou_Ndiaye> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Tivaouane,Tivaouane,NPP
1457,il luogo di nascita di Barack Obama,select  ?o    {    <http://dbpedia.org/resource/Barack_Obama> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Honolulu,Honolulu,NPP
1458,il luogo di nascita di Barak Levi,select  ?o    {    <http://dbpedia.org/resource/Barak_Levi> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Israel,Israele,NPP
1459,il luogo di nascita di Barak Itzhaki,select  ?o    {    <http://dbpedia.org/resource/Barak_Yitzhaki> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Israel,Israele,NPP
1460,il luogo di nascita di Barakat Al-Harthi,select  ?o    {    <http://dbpedia.org/resource/Barakat_Al-Harthi> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Oman,Oman,NPP
1461,il luogo di nascita di Baran Kosari,select  ?o    {    <http://dbpedia.org/resource/Baran_Kosari> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Iran,Iran,NPP
1462,il luogo di nascita di Baran bo Odar,select  ?o    {    <http://dbpedia.org/resource/Baran_bo_Odar> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Olten,Olten,NPP
1463,il luogo di nascita di Barat Shakinskaya,select  ?o    {    <http://dbpedia.org/resource/Barat_Shakinskaya> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Shusha,Şuşa,NPP
1464,il luogo di nascita di Barbados Joe Walcott,select  ?o    {    <http://dbpedia.org/resource/Barbados_Joe_Walcott> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/British_Guiana,Guyana britannica,NPP
1465,il luogo di nascita di Barbara-Rose Collins,select  ?o    {    <http://dbpedia.org/resource/Barbara-Rose_Collins> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/Detroit,Detroit,NPP
1466,il luogo di nascita di Barbara Acklin,select  ?o    {    <http://dbpedia.org/resource/Barbara_Acklin> <http://dbpedia.org/ontology/birthPlace>  ?o    },"http://dbpedia.org/resource/Oakland,_California",Oakland,NPP
1467,il luogo di nascita di Barbara Adams,select  ?o    {    <http://dbpedia.org/resource/Barbara_Adams_(Egyptologist)> <http://dbpedia.org/ontology/birthPlace>  ?o    },http://dbpedia.org/resource/England,Inghilterra,NPP
1469,Qual era la causa della morte di Bam Bam Bigelow?,select  ?o    {    <http://dbpedia.org/resource/Bam_Bam_Bigelow> <http://dbpedia.org/ontology/deathCause>  ?o    },http://dbpedia.org/resource/Drug_overdose,Sovradosaggio,NPP
1470,Qual è la causa della morte di Bam Bam Bigelow?,select  ?o    {    <http://dbpedia.org/resource/Bam_Bam_Bigelow> <http://dbpedia.org/ontology/deathCause>  ?o    },http://dbpedia.org/resource/Drug_overdose,Sovradosaggio,NPP
1471,Qual era la causa della morte di Barbara Bates?,select  ?o    {    <http://dbpedia.org/resource/Barbara_Bates> <http://dbpedia.org/ontology/deathCause>  ?o    },http://dbpedia.org/resource/Suicide,Suicidio,NPP
1472,Qual è la causa della morte di Barbara Bates?,select  ?o    {    <http://dbpedia.org/resource/Barbara_Bates> <http://dbpedia.org/ontology/deathCause>  ?o    },http://dbpedia.org/resource/Suicide,Suicidio,NPP
