"id","question","sparql","answer_uri","answer_label","frame"
"1406","Quale persona creare  Game of Games - Gioco Loco?","select  ?o    {    <http://dbpedia.org/resource/Ellen's_Game_of_Games> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ellen_DeGeneres","Ellen DeGeneres","VP"
"1407","Quale persona ha creato  Game of Games - Gioco Loco?","select  ?o    {    <http://dbpedia.org/resource/Ellen's_Game_of_Games> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ellen_DeGeneres","Ellen DeGeneres","VP"
"1408","Chi creare  Ellen?","select  ?o    {    <http://dbpedia.org/resource/Ellen_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/David_S._Rosenthal","David S. Rosenthal","VP"
"1409","Chi ha creato  Ellen?","select  ?o    {    <http://dbpedia.org/resource/Ellen_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/David_S._Rosenthal","David S. Rosenthal","VP"
"1410","Quale persona creare  Ellen?","select  ?o    {    <http://dbpedia.org/resource/Ellen_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/David_S._Rosenthal","David S. Rosenthal","VP"
"1411","Quale persona ha creato  Ellen?","select  ?o    {    <http://dbpedia.org/resource/Ellen_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/David_S._Rosenthal","David S. Rosenthal","VP"
"1412","Chi creare  Ellinikós Telikós?","select  ?o    {    <http://dbpedia.org/resource/Ellinikós_Telikós> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Hellenic_Broadcasting_Corporation","ERT (azienda)","VP"
"1413","Chi ha creato  Ellinikós Telikós?","select  ?o    {    <http://dbpedia.org/resource/Ellinikós_Telikós> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Hellenic_Broadcasting_Corporation","ERT (azienda)","VP"
"1414","Quale persona creare  Ellinikós Telikós?","select  ?o    {    <http://dbpedia.org/resource/Ellinikós_Telikós> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Hellenic_Broadcasting_Corporation","ERT (azienda)","VP"
"1415","Quale persona ha creato  Ellinikós Telikós?","select  ?o    {    <http://dbpedia.org/resource/Ellinikós_Telikós> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Hellenic_Broadcasting_Corporation","ERT (azienda)","VP"
"1416","Chi creare  Squadra emergenza serie televisiva 1972?","select  ?o    {    <http://dbpedia.org/resource/Emergency!> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Jack_Webb","Jack Webb","VP"
"1417","Chi ha creato  Squadra emergenza serie televisiva 1972?","select  ?o    {    <http://dbpedia.org/resource/Emergency!> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Jack_Webb","Jack Webb","VP"
"1418","Quale persona creare  Squadra emergenza serie televisiva 1972?","select  ?o    {    <http://dbpedia.org/resource/Emergency!> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Jack_Webb","Jack Webb","VP"
"1419","Quale persona ha creato  Squadra emergenza serie televisiva 1972?","select  ?o    {    <http://dbpedia.org/resource/Emergency!> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Jack_Webb","Jack Webb","VP"
"1420","Chi creare  Emily in Paris?","select  ?o    {    <http://dbpedia.org/resource/Emily_in_Paris> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Darren_Star","Darren Star","VP"
"1421","Chi ha creato  Emily in Paris?","select  ?o    {    <http://dbpedia.org/resource/Emily_in_Paris> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Darren_Star","Darren Star","VP"
"1422","Quale persona creare  Emily in Paris?","select  ?o    {    <http://dbpedia.org/resource/Emily_in_Paris> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Darren_Star","Darren Star","VP"
"1423","Quale persona ha creato  Emily in Paris?","select  ?o    {    <http://dbpedia.org/resource/Emily_in_Paris> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Darren_Star","Darren Star","VP"
"1424","Chi creare  Empire serie televisiva 2015?","select  ?o    {    <http://dbpedia.org/resource/Empire_(2015_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Lee_Daniels","Lee Daniels","VP"
"1425","Chi ha creato  Empire serie televisiva 2015?","select  ?o    {    <http://dbpedia.org/resource/Empire_(2015_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Lee_Daniels","Lee Daniels","VP"
"1426","Quale persona creare  Empire serie televisiva 2015?","select  ?o    {    <http://dbpedia.org/resource/Empire_(2015_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Lee_Daniels","Lee Daniels","VP"
"1427","Quale persona ha creato  Empire serie televisiva 2015?","select  ?o    {    <http://dbpedia.org/resource/Empire_(2015_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Lee_Daniels","Lee Daniels","VP"
"1428","Chi creare  Endless Love - Rak hmod jai?","select  ?o    {    <http://dbpedia.org/resource/Endless_Love_(2019_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/GMMTV","GMMTV","VP"
"1429","Chi ha creato  Endless Love - Rak hmod jai?","select  ?o    {    <http://dbpedia.org/resource/Endless_Love_(2019_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/GMMTV","GMMTV","VP"
"1430","Quale persona creare  Endless Love - Rak hmod jai?","select  ?o    {    <http://dbpedia.org/resource/Endless_Love_(2019_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/GMMTV","GMMTV","VP"
"1431","Quale persona ha creato  Endless Love - Rak hmod jai?","select  ?o    {    <http://dbpedia.org/resource/Endless_Love_(2019_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/GMMTV","GMMTV","VP"
"1432","Chi creare  Enlightened - La nuova me?","select  ?o    {    <http://dbpedia.org/resource/Enlightened_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Laura_Dern","Laura Dern","VP"
"1433","Chi ha creato  Enlightened - La nuova me?","select  ?o    {    <http://dbpedia.org/resource/Enlightened_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Laura_Dern","Laura Dern","VP"
"1434","Quale persona creare  Enlightened - La nuova me?","select  ?o    {    <http://dbpedia.org/resource/Enlightened_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Laura_Dern","Laura Dern","VP"
"1435","Quale persona ha creato  Enlightened - La nuova me?","select  ?o    {    <http://dbpedia.org/resource/Enlightened_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Laura_Dern","Laura Dern","VP"
"1436","Chi creare  Episodes?","select  ?o    {    <http://dbpedia.org/resource/Episodes_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/David_Crane_(producer)","David Crane","VP"
"1437","Chi ha creato  Episodes?","select  ?o    {    <http://dbpedia.org/resource/Episodes_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/David_Crane_(producer)","David Crane","VP"
"1438","Quale persona creare  Episodes?","select  ?o    {    <http://dbpedia.org/resource/Episodes_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/David_Crane_(producer)","David Crane","VP"
"1439","Quale persona ha creato  Episodes?","select  ?o    {    <http://dbpedia.org/resource/Episodes_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/David_Crane_(producer)","David Crane","VP"
"1440","Chi creare  E giustizia per tutti?","select  ?o    {    <http://dbpedia.org/resource/Equal_Justice_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Thomas_Carter_(director)","Thomas Carter","VP"
"1441","Chi ha creato  E giustizia per tutti?","select  ?o    {    <http://dbpedia.org/resource/Equal_Justice_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Thomas_Carter_(director)","Thomas Carter","VP"
"1442","Quale persona creare  E giustizia per tutti?","select  ?o    {    <http://dbpedia.org/resource/Equal_Justice_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Thomas_Carter_(director)","Thomas Carter","VP"
"1443","Quale persona ha creato  E giustizia per tutti?","select  ?o    {    <http://dbpedia.org/resource/Equal_Justice_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Thomas_Carter_(director)","Thomas Carter","VP"
"1444","Chi creare  Escape at Dannemora?","select  ?o    {    <http://dbpedia.org/resource/Escape_at_Dannemora> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Michael_Tolkin","Michael Tolkin","VP"
"1445","Chi ha creato  Escape at Dannemora?","select  ?o    {    <http://dbpedia.org/resource/Escape_at_Dannemora> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Michael_Tolkin","Michael Tolkin","VP"
"1446","Quale persona creare  Escape at Dannemora?","select  ?o    {    <http://dbpedia.org/resource/Escape_at_Dannemora> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Michael_Tolkin","Michael Tolkin","VP"
"1447","Quale persona ha creato  Escape at Dannemora?","select  ?o    {    <http://dbpedia.org/resource/Escape_at_Dannemora> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Michael_Tolkin","Michael Tolkin","VP"
"1448","Chi creare  La schiava Isaura?","select  ?o    {    <http://dbpedia.org/resource/Escrava_Isaura_(1976_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Bernardo_Guimarães","Bernardo Guimarães","VP"
"1449","Chi ha creato  La schiava Isaura?","select  ?o    {    <http://dbpedia.org/resource/Escrava_Isaura_(1976_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Bernardo_Guimarães","Bernardo Guimarães","VP"
"1450","Quale persona creare  La schiava Isaura?","select  ?o    {    <http://dbpedia.org/resource/Escrava_Isaura_(1976_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Bernardo_Guimarães","Bernardo Guimarães","VP"
"1451","Quale persona ha creato  La schiava Isaura?","select  ?o    {    <http://dbpedia.org/resource/Escrava_Isaura_(1976_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Bernardo_Guimarães","Bernardo Guimarães","VP"
"1452","Chi creare  Esperanza mía?","select  ?o    {    <http://dbpedia.org/resource/Esperanza_mía> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Adrián_Suar","Adrián Suar","VP"
"1453","Chi ha creato  Esperanza mía?","select  ?o    {    <http://dbpedia.org/resource/Esperanza_mía> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Adrián_Suar","Adrián Suar","VP"
"1454","Quale persona creare  Esperanza mía?","select  ?o    {    <http://dbpedia.org/resource/Esperanza_mía> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Adrián_Suar","Adrián Suar","VP"
"1455","Quale persona ha creato  Esperanza mía?","select  ?o    {    <http://dbpedia.org/resource/Esperanza_mía> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Adrián_Suar","Adrián Suar","VP"
"1456","Chi creare  Euphoria serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Euphoria_(American_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Sam_Levinson","Sam Levinson","VP"
"1457","Chi ha creato  Euphoria serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Euphoria_(American_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Sam_Levinson","Sam Levinson","VP"
"1458","Quale persona creare  Euphoria serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Euphoria_(American_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Sam_Levinson","Sam Levinson","VP"
"1459","Quale persona ha creato  Euphoria serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Euphoria_(American_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Sam_Levinson","Sam Levinson","VP"
"1460","Chi creare  Eurovision Song Contest?","select  ?o    {    <http://dbpedia.org/resource/Eurovision_Song_Contest> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/European_Broadcasting_Union","Unione europea di radiodiffusione","VP"
"1461","Chi ha creato  Eurovision Song Contest?","select  ?o    {    <http://dbpedia.org/resource/Eurovision_Song_Contest> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/European_Broadcasting_Union","Unione europea di radiodiffusione","VP"
"1462","Quale persona creare  Eurovision Song Contest?","select  ?o    {    <http://dbpedia.org/resource/Eurovision_Song_Contest> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/European_Broadcasting_Union","Unione europea di radiodiffusione","VP"
"1463","Quale persona ha creato  Eurovision Song Contest?","select  ?o    {    <http://dbpedia.org/resource/Eurovision_Song_Contest> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/European_Broadcasting_Union","Unione europea di radiodiffusione","VP"
"1464","Chi creare  Večernij Urgant?","select  ?o    {    <http://dbpedia.org/resource/Evening_Urgant> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ivan_Urgant","Ivan Urgant","VP"
"1465","Chi ha creato  Večernij Urgant?","select  ?o    {    <http://dbpedia.org/resource/Evening_Urgant> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ivan_Urgant","Ivan Urgant","VP"
"1466","Quale persona creare  Večernij Urgant?","select  ?o    {    <http://dbpedia.org/resource/Evening_Urgant> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ivan_Urgant","Ivan Urgant","VP"
"1467","Quale persona ha creato  Večernij Urgant?","select  ?o    {    <http://dbpedia.org/resource/Evening_Urgant> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ivan_Urgant","Ivan Urgant","VP"
"1468","Chi creare  Everwood?","select  ?o    {    <http://dbpedia.org/resource/Everwood> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Greg_Berlanti","Greg Berlanti","VP"
"1469","Chi ha creato  Everwood?","select  ?o    {    <http://dbpedia.org/resource/Everwood> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Greg_Berlanti","Greg Berlanti","VP"
"1470","Quale persona creare  Everwood?","select  ?o    {    <http://dbpedia.org/resource/Everwood> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Greg_Berlanti","Greg Berlanti","VP"
"1471","Quale persona ha creato  Everwood?","select  ?o    {    <http://dbpedia.org/resource/Everwood> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Greg_Berlanti","Greg Berlanti","VP"
"1472","Chi creare  Tutti odiano Chris?","select  ?o    {    <http://dbpedia.org/resource/Everybody_Hates_Chris> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ali_LeRoi","Ali LeRoi","VP"
"1473","Chi ha creato  Tutti odiano Chris?","select  ?o    {    <http://dbpedia.org/resource/Everybody_Hates_Chris> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ali_LeRoi","Ali LeRoi","VP"
"1474","Quale persona creare  Tutti odiano Chris?","select  ?o    {    <http://dbpedia.org/resource/Everybody_Hates_Chris> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ali_LeRoi","Ali LeRoi","VP"
"1475","Quale persona ha creato  Tutti odiano Chris?","select  ?o    {    <http://dbpedia.org/resource/Everybody_Hates_Chris> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ali_LeRoi","Ali LeRoi","VP"
"1476","Chi creare  Tutti amano Raymond?","select  ?o    {    <http://dbpedia.org/resource/Everybody_Loves_Raymond> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Philip_Rosenthal","Philip Rosenthal","VP"
"1477","Chi ha creato  Tutti amano Raymond?","select  ?o    {    <http://dbpedia.org/resource/Everybody_Loves_Raymond> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Philip_Rosenthal","Philip Rosenthal","VP"
"1478","Quale persona creare  Tutti amano Raymond?","select  ?o    {    <http://dbpedia.org/resource/Everybody_Loves_Raymond> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Philip_Rosenthal","Philip Rosenthal","VP"
"1479","Quale persona ha creato  Tutti amano Raymond?","select  ?o    {    <http://dbpedia.org/resource/Everybody_Loves_Raymond> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Philip_Rosenthal","Philip Rosenthal","VP"
"1480","Chi creare  Evil serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Evil_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Michelle_King","Michelle King","VP"
"1481","Chi ha creato  Evil serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Evil_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Michelle_King","Michelle King","VP"
"1482","Quale persona creare  Evil serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Evil_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Michelle_King","Michelle King","VP"
"1483","Quale persona ha creato  Evil serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Evil_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Michelle_King","Michelle King","VP"
"1484","Chi creare  Hector Polpetta?","select  ?o    {    <http://dbpedia.org/resource/Evil_Con_Carne> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Maxwell_Atoms","Maxwell Atoms","VP"
"1485","Chi ha creato  Hector Polpetta?","select  ?o    {    <http://dbpedia.org/resource/Evil_Con_Carne> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Maxwell_Atoms","Maxwell Atoms","VP"
"1486","Quale persona creare  Hector Polpetta?","select  ?o    {    <http://dbpedia.org/resource/Evil_Con_Carne> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Maxwell_Atoms","Maxwell Atoms","VP"
"1487","Quale persona ha creato  Hector Polpetta?","select  ?o    {    <http://dbpedia.org/resource/Evil_Con_Carne> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Maxwell_Atoms","Maxwell Atoms","VP"
"1488","Chi creare  Ex on the Beach - La rivincita degli ex?","select  ?o    {    <http://dbpedia.org/resource/Ex_on_the_Beach_(British_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/MTV_(British_and_Irish_TV_channel)","MTV (Regno Unito e Irlanda)","VP"
"1489","Chi ha creato  Ex on the Beach - La rivincita degli ex?","select  ?o    {    <http://dbpedia.org/resource/Ex_on_the_Beach_(British_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/MTV_(British_and_Irish_TV_channel)","MTV (Regno Unito e Irlanda)","VP"
"1490","Quale persona creare  Ex on the Beach - La rivincita degli ex?","select  ?o    {    <http://dbpedia.org/resource/Ex_on_the_Beach_(British_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/MTV_(British_and_Irish_TV_channel)","MTV (Regno Unito e Irlanda)","VP"
"1491","Quale persona ha creato  Ex on the Beach - La rivincita degli ex?","select  ?o    {    <http://dbpedia.org/resource/Ex_on_the_Beach_(British_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/MTV_(British_and_Irish_TV_channel)","MTV (Regno Unito e Irlanda)","VP"
"1492","Chi creare  Omicidio a Manhattan?","select  ?o    {    <http://dbpedia.org/resource/Exiled:_A_Law_&_Order_Movie> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Dick_Wolf","Dick Wolf","VP"
"1493","Chi ha creato  Omicidio a Manhattan?","select  ?o    {    <http://dbpedia.org/resource/Exiled:_A_Law_&_Order_Movie> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Dick_Wolf","Dick Wolf","VP"
"1494","Quale persona creare  Omicidio a Manhattan?","select  ?o    {    <http://dbpedia.org/resource/Exiled:_A_Law_&_Order_Movie> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Dick_Wolf","Dick Wolf","VP"
"1495","Quale persona ha creato  Omicidio a Manhattan?","select  ?o    {    <http://dbpedia.org/resource/Exiled:_A_Law_&_Order_Movie> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Dick_Wolf","Dick Wolf","VP"
"1496","Chi creare  Extra Gear?","select  ?o    {    <http://dbpedia.org/resource/Extra_Gear> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Chris_Evans_(presenter)","Chris Evans (conduttore)","VP"
"1497","Chi ha creato  Extra Gear?","select  ?o    {    <http://dbpedia.org/resource/Extra_Gear> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Chris_Evans_(presenter)","Chris Evans (conduttore)","VP"
"1498","Quale persona creare  Extra Gear?","select  ?o    {    <http://dbpedia.org/resource/Extra_Gear> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Chris_Evans_(presenter)","Chris Evans (conduttore)","VP"
"1499","Quale persona ha creato  Extra Gear?","select  ?o    {    <http://dbpedia.org/resource/Extra_Gear> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Chris_Evans_(presenter)","Chris Evans (conduttore)","VP"
"1500","Chi creare  Extras serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Extras_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Stephen_Merchant","Stephen Merchant","VP"
"1501","Chi ha creato  Extras serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Extras_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Stephen_Merchant","Stephen Merchant","VP"
"1502","Quale persona creare  Extras serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Extras_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Stephen_Merchant","Stephen Merchant","VP"
"1503","Quale persona ha creato  Extras serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Extras_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Stephen_Merchant","Stephen Merchant","VP"
"1504","Chi creare  FBI serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/FBI_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Dick_Wolf","Dick Wolf","VP"
"1505","Chi ha creato  FBI serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/FBI_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Dick_Wolf","Dick Wolf","VP"
"1506","Quale persona creare  FBI serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/FBI_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Dick_Wolf","Dick Wolf","VP"
"1507","Quale persona ha creato  FBI serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/FBI_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Dick_Wolf","Dick Wolf","VP"
"1508","Chi creare  F Is for Family?","select  ?o    {    <http://dbpedia.org/resource/F_Is_for_Family> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Bill_Burr","Bill Burr","VP"
"1509","Chi ha creato  F Is for Family?","select  ?o    {    <http://dbpedia.org/resource/F_Is_for_Family> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Bill_Burr","Bill Burr","VP"
"1510","Quale persona creare  F Is for Family?","select  ?o    {    <http://dbpedia.org/resource/F_Is_for_Family> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Bill_Burr","Bill Burr","VP"
"1511","Quale persona ha creato  F Is for Family?","select  ?o    {    <http://dbpedia.org/resource/F_Is_for_Family> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Bill_Burr","Bill Burr","VP"
"1512","Chi creare  30 gumlang jaew The Series?","select  ?o    {    <http://dbpedia.org/resource/Fabulous_30:_The_Series> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/GMMTV","GMMTV","VP"
"1513","Chi ha creato  30 gumlang jaew The Series?","select  ?o    {    <http://dbpedia.org/resource/Fabulous_30:_The_Series> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/GMMTV","GMMTV","VP"
"1514","Quale persona creare  30 gumlang jaew The Series?","select  ?o    {    <http://dbpedia.org/resource/Fabulous_30:_The_Series> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/GMMTV","GMMTV","VP"
"1515","Quale persona ha creato  30 gumlang jaew The Series?","select  ?o    {    <http://dbpedia.org/resource/Fabulous_30:_The_Series> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/GMMTV","GMMTV","VP"
"1516","Chi creare  Factor X Cile?","select  ?o    {    <http://dbpedia.org/resource/Factor_X_(Chilean_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Simon_Cowell","Simon Cowell","VP"
"1517","Chi ha creato  Factor X Cile?","select  ?o    {    <http://dbpedia.org/resource/Factor_X_(Chilean_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Simon_Cowell","Simon Cowell","VP"
"1518","Quale persona creare  Factor X Cile?","select  ?o    {    <http://dbpedia.org/resource/Factor_X_(Chilean_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Simon_Cowell","Simon Cowell","VP"
"1519","Quale persona ha creato  Factor X Cile?","select  ?o    {    <http://dbpedia.org/resource/Factor_X_(Chilean_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Simon_Cowell","Simon Cowell","VP"
"1520","Chi creare  Factor X Spagna?","select  ?o    {    <http://dbpedia.org/resource/Factor_X_(Spanish_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Simon_Cowell","Simon Cowell","VP"
"1521","Chi ha creato  Factor X Spagna?","select  ?o    {    <http://dbpedia.org/resource/Factor_X_(Spanish_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Simon_Cowell","Simon Cowell","VP"
"1522","Quale persona creare  Factor X Spagna?","select  ?o    {    <http://dbpedia.org/resource/Factor_X_(Spanish_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Simon_Cowell","Simon Cowell","VP"
